channel,activation_variance_clean,activation_variance_clean_iqr,activation_variance_light,activation_variance_light_iqr,active_ratio_clean,active_ratio_clean_iqr,active_ratio_light,active_ratio_light_iqr,gradient_energy_clean,gradient_energy_clean_iqr,gradient_energy_light,gradient_energy_light_iqr,orientation_coherence_clean,orientation_coherence_clean_iqr,orientation_coherence_light,orientation_coherence_light_iqr,dominant_angle_clean,dominant_angle_clean_iqr,dominant_angle_light,dominant_angle_light_iqr,spectral_centroid_clean,spectral_centroid_clean_iqr,spectral_centroid_light,spectral_centroid_light_iqr,cross_light_ncc,cross_light_ncc_iqr,relative_mad,relative_mad_iqr,mean_shift_absolute,mean_shift_absolute_iqr,mean_shift_relative,mean_shift_relative_iqr,gradient_retention,gradient_retention_iqr,spatial_entropy_clean,spatial_entropy_clean_iqr,component_count_clean,component_count_clean_iqr,component_scale_clean,component_scale_clean_iqr,spatial_entropy_light,spatial_entropy_light_iqr,component_count_light,component_count_light_iqr,component_scale_light,component_scale_light_iqr,gradient_energy,orientation_coherence,spectral_centroid,density_label,structure_label,illumination_label,colour_label,frequency_label,soft_label,dead_variance_max_condition,dead_gradient_max_condition,dead_base_rule,dead_bootstrap_stability,confirmed_dead_candidate,manual_review_status
10,0.09578895549963629,0.03649068670562783,0.08694586832183229,0.041084343576040225,0.9928385416666667,0.007539062500000027,0.991953125,0.006406250000000058,0.06397731000404844,0.025709193368866207,0.060224644822335374,0.031856660239383244,0.3225645081382992,0.16699431761619643,0.3686182924103102,0.1973129617922208,90.94773475558034,15.060380299897645,90.9976558301097,11.208094742782407,0.22972071839962707,0.02635664321922393,0.2159140857746727,0.03772488141124855,0.9222882307329584,0.32953523475577573,0.1581439809121543,0.2714395977956098,0.004911293971623931,0.04697188379388542,0.008477610891346627,0.08226375792915315,0.9999999999853348,0.20452780249594094,0.9870303184723221,0.004379857479564597,45.5,11.5,0.00203529995819398,0.0005595691782810685,0.9876070436691775,0.0054764938863596235,42.5,22.75,0.0019454757541287494,0.0006667575549023266,0.062100977413191906,0.3455914002743047,0.2228174020871499,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.09796374476221159,0.06453595595590804,False,0.0,False,not_required
11,0.24616611745104633,0.07153251120109255,0.2408721023491452,0.09302748608732353,0.9259635416666667,0.03695312500000003,0.93109375,0.03897135416666664,0.26672240069529013,0.06409012292053029,0.2545134062947226,0.10003606524821695,0.43536162207225804,0.06413378378632928,0.42760587131472083,0.06900249322280189,141.559391684056,2.9618664064590234,141.92096098671712,3.4079003408616018,0.4202092336497484,0.018652703053124498,0.4153020215664336,0.024155605404464375,0.904000113179579,0.3277009767570763,0.18109840623841447,0.27333260608599097,0.0,0.00981524812433418,0.0,0.012834372929016869,0.9783281455613149,0.197808246484787,0.976880318989479,0.0065838068602912525,46.0,11.75,0.0009252194816053512,0.00014395962668490767,0.9783005836630747,0.008163545932196703,53.0,13.25,0.000982590663580247,0.0002346341342630042,0.26061790349500635,0.43148374669348943,0.417755627608091,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.24880707602526989,0.266728109340736,False,0.0,False,not_required
12,0.1373388361561137,0.046661332792201526,0.13797409705311112,0.05387311008985815,0.5762499999999999,0.03326822916666672,0.6014322916666667,0.09889322916666654,0.13833035669396487,0.039869272438171316,0.13955681289903085,0.05637430372112193,0.1607103565726783,0.08141065970287331,0.14917487398118562,0.09511866363004978,108.78405431432014,13.213024275863432,110.455240315157,14.029354721077425,0.4013986771097011,0.015643864629394155,0.40390011177967666,0.02453533253712109,0.8911622729376445,0.3413453839605598,0.36256171934088754,0.5812354953291323,-0.0028771956126892456,0.01072265277870036,-0.01036533888276305,0.04293276928394537,0.9844636111977054,0.09012479025737463,0.9107580449725603,0.005725233961831555,19.0,5.5,0.0008305921052631579,0.00018899373196248198,0.9128701643150585,0.012539717498933234,20.0,9.75,0.0008735795454545454,0.00027194073754053605,0.13894358479649788,0.15494261527693196,0.4026493944446889,Dense-global,Texture/high-frequency,Sensitive,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Sensitive,0.14057449631595498,0.1415377767280428,False,0.0,False,not_required
13,0.0748701348289904,0.031096656138130785,0.06559407352075777,0.027278779212015117,0.38276041666666666,0.0995833333333333,0.37916666666666665,0.10977864583333335,0.03647145258910552,0.011065554766748413,0.03471026215298389,0.010228397300909405,0.38281995377516953,0.10756898260501535,0.3994787550301194,0.11907714820761406,89.85698236816827,4.35973249173523,89.91933444232376,4.373018320715872,0.18307340881911374,0.019157706537604208,0.19256577227552973,0.0425256430145359,0.9207987472242087,0.25591826734402934,0.3423638523028447,0.5400990896150801,-4.642523154027578e-05,0.01943843449844973,-0.00041611411068155835,0.20540336724955313,0.999999999975206,0.08452519822275772,0.8687140803565383,0.027791593662391367,28.0,5.75,0.0016132765830346475,0.0006891154826294986,0.8660594791182905,0.02667247731942135,28.0,5.75,0.0015802172364672365,0.0004737484088273849,0.035590857371044705,0.3911493544026445,0.18781959054732172,Moderate-region,Mixed/isotropic,Sensitive,N/A,Low-frequency,Moderate-region + Mixed/isotropic + Low-frequency + Sensitive,0.0759124274557623,0.037160421185652694,False,0.0,False,not_required
14,0.17116798441384168,0.02698012566619651,0.14578633950254238,0.04358850852750562,0.7494270833333334,0.05639322916666667,0.7529947916666666,0.060429687499999996,0.11654509977640426,0.035940114461080544,0.10021003858077707,0.04128266774503779,0.22276625571472425,0.08709203432607934,0.22226809669738642,0.1019141425444885,163.77735483936368,28.71814260617694,162.69038032663167,161.84198347512202,0.23396618605764033,0.02703667133288787,0.2400870635095945,0.024551365107277623,0.9523941440757042,0.24605738983066783,0.23073196760879555,0.46233580670914,-0.028077502385227104,0.04160142515254561,-0.08420057693845753,0.13150018758587048,0.9178506943567668,0.19210757327723793,0.93160458455616,0.009429356333479966,39.5,11.25,0.001801549145299145,0.000730282738095238,0.9316832780303258,0.013160260000808166,38.5,11.25,0.0017599659455128204,0.0005893026244588747,0.10837756917859066,0.22251717620605532,0.2370266247836174,Dense-global,Region-blob,Intermediate,N/A,Mid-frequency,Dense-global + Region-blob + Mid-frequency + Intermediate,0.17116798441384168,0.11654509977640426,False,0.0,False,not_required
15,0.13060844459723864,0.060460475508036654,0.13919797891939026,0.06925183604537677,0.7165364583333333,0.03611979166666668,0.6511979166666666,0.15605468750000007,0.09690124582305051,0.05468315932349742,0.09170702154768343,0.05906686672358322,0.3405617028172509,0.07251369658358942,0.31704748406292194,0.1017779709794836,111.52323172394443,12.791722637874145,109.27023836201755,15.321888114579608,0.2437890395257974,0.02998395506412277,0.2398403032819985,0.030948743980589055,0.8623934418282395,0.32430684466073656,0.4728391258898159,0.528063388662343,-0.02587571318036258,0.0561100840778183,-0.09045112953644492,0.18312910598377555,0.9867609447113227,0.13970485151347478,0.9302218241115778,0.00833666943860012,47.5,8.75,0.0014612160852713178,0.00023896100254809085,0.919368656611797,0.02179566359413254,41.5,17.75,0.0012890920256991684,0.00026763647459709006,0.09430413368536697,0.3288045934400864,0.24181467140389795,Dense-global,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Sensitive,0.14436764519907835,0.10230704171280178,False,0.0,False,not_required
16,0.10478929890790203,0.0211342031793052,0.09711410665082276,0.03277359922478679,0.8090364583333334,0.044882812499999925,0.821875,0.053411458333333384,0.07047209165782162,0.014351258063322082,0.06522146554075858,0.019889613471602945,0.23519872516797388,0.0667216410265023,0.20045330373193526,0.061879250879438685,98.64497458072127,11.683515148978074,99.75940008878956,11.402937469100877,0.2105200068766626,0.015134034826029041,0.21100939584876788,0.028902484512940613,0.9078688084344568,0.2740457273241389,0.22488691552660134,0.24305089666587826,0.0,0.020162844429391952,0.0,0.04544141654704459,0.9650160225602624,0.1555885604448729,0.9616796793585727,0.007785039350031386,48.0,5.75,0.001456346755599473,0.00028712060548358545,0.9623932769843746,0.007995731615869417,46.0,9.75,0.0014710427989130435,0.00032318045079022997,0.0678467785992901,0.21782601444995459,0.21076470136271525,Dense-global,Mixed/isotropic,Intermediate,N/A,Low-frequency,Dense-global + Mixed/isotropic + Low-frequency + Intermediate,0.1055864459780132,0.07047209165782162,False,0.0,False,not_required
17,0.20621448506153608,0.04738356696243931,0.1799250107741076,0.06688627632319555,0.7115885416666667,0.03848958333333341,0.74109375,0.09730468749999999,0.20626043602813032,0.06277833390636706,0.1865981137089959,0.07310710903979642,0.2346313136970105,0.06762644542308685,0.24226124558429757,0.0734063669554276,63.969417112217656,15.412093100601531,58.85421203225603,13.892469959804195,0.3810847378109425,0.019384155936412406,0.3870103079383193,0.022155548581748896,0.9133891453316545,0.2805747114193925,0.2627791288540631,0.42048561288724806,0.0017114023109683907,0.009967145238017588,0.0040755899760631115,0.024499123939616806,0.9398444970386359,0.15633577781889008,0.9420633174214706,0.006469965899847718,36.0,10.5,0.0009267779699165568,0.00013978751782971264,0.9473503392852609,0.015150436839211023,42.0,12.5,0.000930763134057971,0.00013564406399521546,0.1964292748685631,0.23844627964065404,0.3840475228746309,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.2072705764175123,0.2074577207312293,False,0.0,False,not_required
18,0.13099098274576026,0.027801307694739832,0.14724350723129148,0.058076244379120706,0.49221354166666664,0.14244791666666673,0.5120312499999999,0.21634114583333336,0.057258085687001206,0.014187444096766214,0.06251247713057154,0.027647852305279934,0.08687361067712246,0.05271821813043521,0.09284477286399354,0.06310910634820963,104.35847984508275,47.209910255550625,91.82031061088537,29.542933537854026,0.15943687752267865,0.019906284993783246,0.1327165457661204,0.03524631191433297,0.6636081451922713,1.1435403411027112,1.0303135909430716,1.4617472277087051,0.05829124872280404,0.17708082082723947,0.3397044310955929,0.8215268782590043,1.0223914965503207,0.2985588657227306,0.8954328394120585,0.05105358244671121,23.0,11.25,0.0026098278985507246,0.00131921440073614,0.9081845146790157,0.06295886690825225,25.0,18.5,0.0021349266353046592,0.001397212577160494,0.05988528140878637,0.089859191770558,0.14607671164439953,Moderate-region,Region-blob,Sensitive,N/A,Low-frequency,Moderate-region + Region-blob + Low-frequency + Sensitive,0.14724350723129148,0.06343734441605961,False,0.0,False,not_required
19,0.21952456801031225,0.03888555332341104,0.2072167865551185,0.08380981797105239,0.7437760416666667,0.017317708333333237,0.7596614583333333,0.03464843750000013,0.13188705376581206,0.04147213644530755,0.1255237816825246,0.05946975856256084,0.3927725907987876,0.06167899401103211,0.3855319781681137,0.08491506562120016,75.91254999029225,14.861065105643434,77.04158514601335,14.371339230783931,0.20642011437093755,0.029077629387046222,0.2164936539606705,0.03004705011994968,0.9663639865744057,0.10784915187310817,0.20653786371424318,0.33165218377874645,0.0,0.12279331709424648,0.0,0.341926975716957,0.957371878152593,0.2404462900070663,0.9318290689320436,0.010554341186417071,43.0,12.0,0.0020270106589147284,0.000612708417884199,0.9335556297485084,0.018250830375058702,43.5,12.75,0.001999462632275132,0.0006067440865234982,0.12870541772416833,0.38915228448345063,0.21145688416580402,Dense-global,Region-blob,Intermediate,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Intermediate,0.21952456801031225,0.13188705376581206,False,0.0,False,not_required
20,0.25560064356904194,0.06426802399536538,0.2437521372685138,0.09845050594575822,0.46815104166666666,0.03645833333333337,0.45026041666666666,0.11692708333333335,0.21401595016801803,0.06756729777359788,0.19538982627377366,0.10053993518675919,0.23734825108181964,0.09429503576839718,0.20186526567993324,0.08393849085487948,163.64609058587286,163.02750045875004,165.38575195588186,153.96086227357478,0.307666418507359,0.0337693043956977,0.30582045486127585,0.029695064770337454,0.9552102711547351,0.1453739462065532,0.27423236919709726,0.3991274905364235,0.0,0.09457593704445155,0.0,0.3418204822921739,0.9582123513487765,0.2205724713642243,0.8769208985010055,0.007278683665592034,29.0,4.5,0.0012106288164511494,0.00031836979808087026,0.872405081206914,0.03597665893422075,26.5,10.5,0.001173828125,0.00026419228177040704,0.20470288822089583,0.21960675838087645,0.3067434366843174,Moderate-region,Texture/high-frequency,Intermediate,N/A,High-frequency,Moderate-region + Texture/high-frequency + High-frequency + Intermediate,0.2578820318542081,0.21490926671632588,False,0.0,False,not_required
21,0.0946137869002657,0.03879738435105094,0.09901344800771006,0.03250613593758153,0.964609375,0.03871093749999999,0.9692447916666667,0.034791666666666665,0.06786254655958339,0.031523780632056464,0.06509479748879052,0.02979639438928021,0.09945077488930551,0.09638054734206275,0.10634032374172808,0.16465141025980468,101.51847451507477,31.963820000854554,96.99747194268387,39.83358286621893,0.2246894190407996,0.031297440047229064,0.20317684318460208,0.02759787866816607,0.9194721422837853,0.34772548668134906,0.12422054899480191,0.21679718081527882,0.011715546813056033,0.01894537502795479,0.01602520261683618,0.02627308326041277,0.9999999999879299,0.1214280226576343,0.9891774131687405,0.008268395613731161,56.5,17.5,0.0020021266692347205,0.0006291853638385177,0.9896386742950737,0.005784512844094758,53.5,23.0,0.0017624882709474541,0.0005596279705423416,0.06647867202418695,0.1028955493155168,0.21393313111270085,Dense-global,Region-blob,Intermediate,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Intermediate,0.10108358932582681,0.06812987240409814,False,0.0,False,not_required
22,0.17616792610912468,0.02716427467668603,0.1595733901730479,0.04809268148691129,0.7969010416666666,0.04828125000000005,0.8201302083333333,0.05022135416666651,0.1646741918466994,0.03468494500014438,0.1540398646634988,0.05570943625426486,0.12283422698992433,0.09111259883720588,0.13039414045792816,0.07668794738305945,157.61331084102682,22.853509395363147,157.83480514822995,16.288313240656322,0.34822013741216873,0.032050680020473454,0.3553224625800673,0.022899885081223703,0.925924199176322,0.27152785986244865,0.20612508369464208,0.341814234898746,-0.0038056560316113153,0.015558915083984534,-0.007463314657982771,0.030417457527215613,0.9100255704672413,0.20158026395001294,0.9591303434351672,0.007286205494874354,48.0,7.0,0.0010163079333663201,0.00023915092018971028,0.9634897522000081,0.007932550470046484,48.0,10.75,0.0010640259502923979,0.00025949227823751436,0.15935702825509912,0.12661418372392624,0.351771299996118,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.17749313403649566,0.1646741918466994,False,0.0,False,not_required
23,0.11924767765208757,0.025612676319548888,0.1447115997395909,0.07079280529215294,0.9426822916666666,0.03428385416666668,0.895703125,0.276640625,0.0730925495307535,0.03604458003951831,0.07009369326452067,0.044258604802173925,0.254475686580073,0.07507935355537493,0.24953398723106401,0.0800859184675588,67.05706747280271,17.865825691682247,67.71276476779816,15.074110451849272,0.19742345517277332,0.05115721273674201,0.19685911008730406,0.09194952948285362,0.8424577653719212,0.3444120808526887,0.3449587921392168,0.4248772341525424,-0.021876198048123574,0.052391219587513374,-0.044422152875631005,0.10858712341883012,0.9999999999898138,0.23271961502745953,0.9714447613960105,0.006071103066668582,57.5,11.75,0.001598075789187228,0.00038637527736578746,0.9690475631336082,0.028822156054243875,55.0,14.5,0.0014942998471467392,0.0005661279451874264,0.07159312139763709,0.2520048369055685,0.1971412826300387,Dense-global,Mixed/isotropic,Sensitive,N/A,Low-frequency,Dense-global + Mixed/isotropic + Low-frequency + Sensitive,0.15048749928401084,0.07521210407133148,False,0.0,False,not_required
24,0.014882223623585284,0.006847911822803348,0.017564811721825106,0.00991973082494221,0.46096354166666664,0.09265625,0.46877604166666664,0.1874348958333334,0.011104204824311521,0.005706698029398839,0.013636334694967962,0.007525815569314016,0.17401164930712537,0.10202802703010844,0.22411039076294445,0.23750174646241187,55.125563413626864,25.886637397327334,67.9657458866359,32.039901272446414,0.2484095421888144,0.0386954573462408,0.27406171592023604,0.035437124862500335,0.8334344023406859,0.38684258260588555,0.5442307610251095,0.6723980928175521,0.001102188438817396,0.004986126557996622,0.011419843543360227,0.0862273406161071,0.9999999999363087,1.3468449484041192,0.8859879410201803,0.019135653051412738,25.0,8.25,0.001155163770053476,0.00028707837301587304,0.8886191557538659,0.05088509925003781,23.5,16.75,0.0012530763507326006,0.00039941193491285407,0.012370269759639741,0.1990610200350349,0.26123562905452524,Moderate-region,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Sensitive,0.018011347134224427,0.013979229429245343,False,0.0,False,not_required
