channel,activation_variance_clean,activation_variance_clean_iqr,activation_variance_light,activation_variance_light_iqr,active_ratio_clean,active_ratio_clean_iqr,active_ratio_light,active_ratio_light_iqr,gradient_energy_clean,gradient_energy_clean_iqr,gradient_energy_light,gradient_energy_light_iqr,orientation_coherence_clean,orientation_coherence_clean_iqr,orientation_coherence_light,orientation_coherence_light_iqr,dominant_angle_clean,dominant_angle_clean_iqr,dominant_angle_light,dominant_angle_light_iqr,spectral_centroid_clean,spectral_centroid_clean_iqr,spectral_centroid_light,spectral_centroid_light_iqr,cross_light_ncc,cross_light_ncc_iqr,relative_mad,relative_mad_iqr,mean_shift_absolute,mean_shift_absolute_iqr,mean_shift_relative,mean_shift_relative_iqr,gradient_retention,gradient_retention_iqr,spatial_entropy_clean,spatial_entropy_clean_iqr,component_count_clean,component_count_clean_iqr,component_scale_clean,component_scale_clean_iqr,spatial_entropy_light,spatial_entropy_light_iqr,component_count_light,component_count_light_iqr,component_scale_light,component_scale_light_iqr,gradient_energy,orientation_coherence,spectral_centroid,density_label,structure_label,illumination_label,colour_label,frequency_label,soft_label,dead_variance_max_condition,dead_gradient_max_condition,dead_base_rule,dead_bootstrap_stability,confirmed_dead_candidate,manual_review_status
51,0.15939059765526437,0.06930950933096874,0.13189359540205114,0.10204381012876731,0.959609375,0.035377604166666576,0.9664322916666667,0.034778645833333455,0.07696150023108059,0.03699914777790521,0.06573079567264682,0.04220382877583073,0.1542481565579725,0.11262702391499156,0.14186727213752848,0.08880232446237012,106.55995872234612,34.88485470943739,93.6470254851524,41.81996715870855,0.17155715016882606,0.013477466217733464,0.18116215794408952,0.026080057102517068,0.9485589584116322,0.17245539740162308,0.11052790116509731,0.17042688022379637,0.0,0.03354211969983828,0.0,0.05106070252547498,0.9515163034290566,0.2472864821565942,0.9843352967811012,0.00782541689978078,35.0,12.75,0.0027898629006913893,0.0007127762528153156,0.9864927030480808,0.0093706138597206,35.5,13.25,0.002583966290509259,0.000672881455048575,0.0713461479518637,0.1480577143477505,0.1763596540564578,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.1595258054992668,0.07696150023108059,False,0.0,False,not_required
52,0.15501332142160107,0.043084882806470964,0.14340059942358985,0.057718020200733994,0.6178125,0.031953124999999916,0.63234375,0.06757812500000004,0.14837772708052885,0.03908191751628927,0.139080528743401,0.0630176716480035,0.12283464983901149,0.04783222276523122,0.12059540229599769,0.047186925537800864,134.41020597294315,8.017134199316189,136.2420725154179,14.811252797973822,0.31777695357126334,0.012463476577994181,0.31431511787365596,0.02088253563356629,0.8383180482037644,0.3407144203890896,0.4445104474475787,0.5426248944415386,-0.0038024496066636493,0.036644696787248354,-0.015005863244491626,0.11887520584981102,0.9999999999918503,0.2529252112319539,0.9205066384690346,0.005333037642054839,27.5,6.0,0.0008516462597465887,0.00018333047161172168,0.9203712380959697,0.011454699891794262,31.0,8.5,0.0008902807710727969,0.00017759205426356593,0.1437291279119649,0.12171502606750459,0.31604603572245965,Dense-global,Texture/high-frequency,Sensitive,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Sensitive,0.1581174133113471,0.15325413240073843,False,0.0,False,not_required
53,0.02900260791529497,0.014504572658952136,0.031887711863744894,0.01601725365714264,0.9665364583333333,0.017955729166666656,0.9672395833333334,0.040976562499999925,0.014642442053117218,0.008946083463729486,0.01585739951724109,0.01072338969530592,0.14175509914826775,0.07929384247051977,0.13689086078139204,0.10902091195484957,132.2533429308977,37.278162761402854,128.0279632861609,45.89609227763114,0.1784663610320826,0.03350402669517366,0.1723000447179469,0.03480546160727571,0.8733900474218796,0.3841216151940472,0.19831274367669322,0.2772407244002939,-0.004360130158086867,0.05950737201374355,-0.01121670465289594,0.1688642011677706,0.9999999999581071,0.15103255593605946,0.9851864976641322,0.005372434762510814,42.5,7.0,0.002054076112033961,0.00042677992390163485,0.9838084769884706,0.006747254443043249,40.5,11.5,0.0023435327145042415,0.0013076278709066359,0.015249920785179154,0.1393229799648299,0.17538320287501474,Dense-global,Region-blob,Sensitive,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Sensitive,0.03251826930635045,0.017117684745573042,False,0.0,False,not_required
54,0.16388929290946508,0.022634974728661023,0.15080060827878183,0.04683976289434137,0.6594270833333333,0.054895833333333366,0.6795572916666666,0.09033854166666677,0.1556360001569187,0.02355287586649968,0.1434467981428507,0.044974082763711815,0.3869672728143647,0.07292659555075826,0.3775650838328485,0.06199789172574188,56.3237628372334,5.977497982005502,56.31790058518685,5.6078061508061126,0.3368886083142685,0.04501418078494224,0.3591770397939765,0.055687730725251405,0.9143309234577119,0.3100941002708707,0.30098796728270516,0.4856235806307174,-0.012287633643355278,0.06125830551333587,-0.038899407321572044,0.1936935210587301,0.9047225387936271,0.29853170494736725,0.9252960583749725,0.007613469548995444,40.0,11.75,0.0011668648097826087,0.0003277843304698773,0.9276416150590954,0.010514942273240901,41.5,11.5,0.0011851992999096657,0.0003341943757550589,0.14954139914988468,0.3822661783236066,0.3480328240541225,Dense-global,Texture/high-frequency,Sensitive,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Sensitive,0.16388929290946508,0.1556360001569187,False,0.0,False,not_required
55,0.047527790737887946,0.01900909142398942,0.04747855666932255,0.020346558238645618,0.962734375,0.019830729166666727,0.9764583333333333,0.03214843749999996,0.024676067145137537,0.01675684424930729,0.02426057150803783,0.014333275097650248,0.1402422573956087,0.09894010350092239,0.12470769089660458,0.0832251186099524,47.98181964471991,30.487488796684758,47.592762491253666,28.49803885228205,0.1924958019598801,0.05612566361188545,0.1888084483900661,0.05224475570254597,0.8845066000230309,0.3860668223033369,0.18728317103122055,0.22234229019772084,0.0,0.029644200625455933,0.0,0.06575096473327713,0.9999999999719429,0.15826604918968734,0.9860369647891112,0.005199256014891351,36.0,13.0,0.0028785021551724138,0.0015983643642848312,0.9871389446181655,0.0061041649582480595,42.0,20.25,0.002612413194444444,0.0020224637012427704,0.024468319326587683,0.13247497414610665,0.1906521251749731,Dense-global,Region-blob,Intermediate,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Intermediate,0.049435131459857014,0.02489620259354589,False,0.0,False,not_required
56,0.20372146138031633,0.07468017585140266,0.19108765335100608,0.0974698938726001,0.5356510416666667,0.02466145833333333,0.5498958333333333,0.12703124999999998,0.1532916358343972,0.06607954517437911,0.1439352517892721,0.074898146704531,0.26728752027833635,0.10981017173266755,0.25773083242586176,0.13621686387387855,155.41894689075696,16.974859559559718,157.5468624488918,10.461688794600718,0.2645449009360582,0.03018445804693798,0.2596126707749624,0.028418729484352645,0.9515561091509345,0.14509690699478517,0.2690197261812241,0.40323103786636594,-0.010143860178572106,0.03745827803943456,-0.03523869908108725,0.1461008899144189,0.9552309739323525,0.15296982991413743,0.8908804526699986,0.006753290250481658,39.0,5.0,0.0013083456052206052,0.00033457065568696,0.8851121020479328,0.016483951633864402,37.0,5.0,0.0012627448156682028,0.0003202016742258316,0.14861344381183467,0.262509176352099,0.2620787858555103,Dense-global,Mixed/isotropic,Intermediate,N/A,Mid-frequency,Dense-global + Mixed/isotropic + Mid-frequency + Intermediate,0.20452863543072958,0.15447352917847745,False,0.0,False,not_required
57,0.18862902108773,0.04194242530230197,0.1584599780668009,0.046847088672348824,0.7411197916666667,0.03734375000000001,0.7632291666666666,0.11595052083333335,0.12192930318323456,0.022618122688299727,0.10666744728033453,0.03300386397385362,0.4276338797571428,0.1201405953540412,0.45305119362914054,0.13638403640029195,86.94267804642911,6.576524107793361,87.7346665150256,7.045030481493214,0.21878919159793608,0.025508267917200206,0.23459039427153122,0.03364889681963154,0.9575221828815019,0.22133821054878922,0.22331905414755643,0.44814917375637053,-0.008722583207169704,0.027298971793463328,-0.026936511742731713,0.08106648067210584,0.8956734745795569,0.18495509927222964,0.9246907602621932,0.009273691872130008,40.5,10.75,0.002108866869918699,0.0004567784005815535,0.9294510654878596,0.023618325134803886,38.0,17.25,0.0021723002417903736,0.000657947965778127,0.11429837523178454,0.44034253669314166,0.22668979293473365,Dense-global,Region-blob,Intermediate,N/A,Mid-frequency,Dense-global + Region-blob + Mid-frequency + Intermediate,0.18862902108773,0.12321940924083731,False,0.0,False,not_required
58,0.1931030413820921,0.03784086763896466,0.1768199512273582,0.041189898548253945,0.8103125,0.052200520833333375,0.8344791666666667,0.0660546875000001,0.18611975782665668,0.03792967769850841,0.16477182835663112,0.05811884104974416,0.3091069292024853,0.07902803462400959,0.2980077554587778,0.05625230043679402,142.05161670553812,5.946109124299397,144.26464233917375,5.316663822017574,0.33727824690713054,0.0274082663767361,0.34150816299325837,0.028528838030970116,0.9249864978165239,0.2826128731785613,0.2159810704833241,0.3195167119630915,0.0,0.05169634084857508,0.0,0.09488180926154702,0.9385287775905634,0.1582940056164055,0.9610872908542882,0.0061876624528652835,50.0,8.25,0.000999671071147135,0.00027920344541802235,0.9649910788600107,0.010474029993246203,54.5,12.0,0.0010003576460777548,0.00029280123173735335,0.1754457930916439,0.30355734233063153,0.3393932049501944,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.1936156453046945,0.18678732974926318,False,0.0,False,not_required
59,0.10123037329345994,0.04867632069694183,0.1000524033223078,0.04907557551919116,0.972890625,0.018450520833333317,0.9737760416666666,0.021028645833333304,0.09393158677347574,0.04353248918722928,0.0865232538193432,0.048160822048521304,0.07231268917242528,0.07222191544444692,0.06084745142250503,0.06849989789014846,126.78585303233227,81.79944520704952,102.56205132016201,100.30685074673728,0.3421548175157196,0.01567850102568874,0.33624638617941555,0.032479891814622075,0.9122134495987793,0.3150985843581148,0.14324079881256363,0.1725216457109205,0.0,0.043556212319302484,0.0,0.06652573152547171,0.9900878189102149,0.1667434005264583,0.9870181113415083,0.005117759551223178,57.5,7.75,0.0012634777046783626,0.000332373542803451,0.9871645091237786,0.005134319092262252,54.5,11.75,0.001482469289799253,0.0006690835157705237,0.09022742029640947,0.06658007029746515,0.33920060184756756,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.10651018205498552,0.0984024404534582,False,0.0,False,not_required
60,0.13112005021224893,0.08649210593685501,0.10848881437274262,0.1050838411273733,0.9869791666666667,0.012343749999999987,0.9884114583333334,0.013046875000000013,0.05784579365072025,0.04678592057150043,0.047370151813060646,0.04389366238457644,0.28262186783193566,0.11583982208819993,0.2818198218308169,0.11307649440356302,64.64974648909167,14.006146025201893,63.19773630994403,12.669650916150722,0.16458492240231687,0.02183508799409231,0.17268846384375813,0.03274893297776277,0.9672611240138784,0.189035965355543,0.10957089093232844,0.1858876784229261,0.0,0.025513752355230568,0.0,0.03739287872312463,0.938838925137387,0.25843295401264543,0.98634979689991,0.004937102086013168,32.5,13.5,0.003175076362781955,0.0010056637162012415,0.9873830198773315,0.006326053181207492,33.0,14.75,0.003154203869047619,0.001192185072605702,0.05260797273189045,0.28222084483137627,0.1686366931230375,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.13112005021224893,0.05784579365072025,False,0.0,False,not_required
61,0.17227892819376972,0.03144777690749173,0.12479097672122884,0.08741583688520431,0.9995572916666666,0.0003515625000000133,0.9996093749999999,0.0007161458333333481,0.035467058096006726,0.007669703127449218,0.030110270018579466,0.01415866736800353,0.23152956113105647,0.1463156291957754,0.19547949169521128,0.10420896769033722,89.17507954437995,14.889074655179058,84.01621648462057,15.0066214931676,0.07623556387901327,0.013533154510475168,0.09038814555925553,0.03545584706630189,0.9765579238307692,0.1219782011684819,0.18830126689517018,0.25177518030940493,0.0,0.4052605009106712,0.0,0.3937761605091391,0.8839928429386993,0.355876292214961,0.9902386308993721,0.002551369069427545,28.0,16.0,0.004296207922824302,0.004527944903416347,0.9905078230230366,0.008118939742825182,31.0,5.5,0.004141407861774241,0.0037697766634337327,0.032788664057293096,0.2135045264131339,0.08331185471913441,Dense-global,Region-blob,Stable,N/A,Low-frequency,Dense-global + Region-blob + Low-frequency + Stable,0.17227892819376972,0.035467058096006726,False,0.0,False,not_required
62,0.12761053283565704,0.08377794041414866,0.1188211730766241,0.08484389563222389,0.3996875,0.08303385416666664,0.3743229166666666,0.1364973958333333,0.08911576447527045,0.05925620324896737,0.08352637473288362,0.0639935679012671,0.26686131089314946,0.0814668544566447,0.2655961414005708,0.07504183868320574,25.662031789131717,160.28308751980103,24.553276509532793,151.85940961795185,0.24316746002670966,0.0178652822832773,0.241773050528224,0.013455476880888717,0.9050177550640048,0.24939499554072553,0.4560948402699083,0.6001082795296941,0.0,0.035147972203248515,0.0,0.21635460577128635,0.999999999991992,0.2827901422311452,0.861785528509761,0.023182321483913748,29.5,8.0,0.0012045912114845938,0.0002296534393359548,0.8543291411985025,0.035847782669979567,26.5,13.5,0.001147510258838384,0.00031817638607620235,0.08632106960407704,0.2662287261468601,0.24247025527746685,Moderate-region,Mixed/isotropic,Sensitive,N/A,Mid-frequency,Moderate-region + Mixed/isotropic + Mid-frequency + Sensitive,0.12975708565496585,0.0924478418497614,False,0.0,False,not_required
63,0.2281245690950065,0.08843645597034638,0.2187954812397157,0.09885769819694079,0.936171875,0.051562499999999956,0.9449479166666667,0.05742187500000007,0.2434041568848989,0.11250720362843425,0.2381448504465843,0.11659511996673247,0.404592643083639,0.07687864187979143,0.4056744390181688,0.08384130287503422,46.29554655819812,1.6856003424012798,45.878633406121665,2.020075770179794,0.39446525920179143,0.0271448458143268,0.40874544925456957,0.027028863893067023,0.9153938879887409,0.3632406594857641,0.17120049286963582,0.19444221030905567,0.0020971684906726518,0.03138049261669948,0.0026639747044556877,0.03537495944356842,0.9735417600263636,0.11050386186582561,0.9801133919320129,0.009852945530685164,41.0,12.0,0.0008771674430641822,0.00014656874644751797,0.9820544592132451,0.012559306882119703,40.5,15.75,0.0009118664055004797,0.00023447985965219405,0.2407745036657416,0.40513354105090393,0.4016053542281805,Dense-global,Texture/high-frequency,Intermediate,N/A,High-frequency,Dense-global + Texture/high-frequency + High-frequency + Intermediate,0.2281245690950065,0.2434041568848989,False,0.0,False,not_required
