channel,condition,local_sharpness,global_sharpness,x_local,y_local
355,+50%,0.005454,0.011619,0.006142,0.004766
356,Clean,0.003070,0.015791,0.002110,0.004030
356,+30%,0.007258,0.009541,0.003294,0.011222
356,+50%,0.005959,0.010243,0.001329,0.010589
357,Clean,0.003729,0.017433,0.003219,0.004239
357,+30%,0.008178,0.010546,0.010421,0.005936
357,+50%,0.007297,0.013058,0.001901,0.012693
358,Clean,0.003487,0.016621,0.002377,0.004597
358,+30%,0.003763,0.014989,0.003533,0.003993
358,+50%,0.004027,0.015422,0.003350,0.004704
359,Clean,0.004037,0.016553,0.003601,0.004473
359,+30%,0.005836,0.011434,0.006616,0.005056
359,+50%,0.006540,0.012092,0.004154,0.008926
360,Clean,0.002965,0.014624,0.002972,0.002958
360,+30%,0.005007,0.012127,0.002826,0.007189
360,+50%,0.002534,0.012637,0.001938,0.003129
361,Clean,0.002860,0.014474,0.001962,0.003758
361,+30%,0.004761,0.011742,0.006713,0.002808
361,+50%,0.007276,0.008710,0.006974,0.007577
362,Clean,0.003443,0.016363,0.002479,0.004407
362,+30%,0.009148,0.009141,0.005599,0.012698
362,+50%,0.009443,0.009661,0.011413,0.007473
363,Clean,0.004074,0.018130,0.004183,0.003964
363,+30%,0.007312,0.012053,0.002614,0.012009
363,+50%,0.004423,0.017405,0.003972,0.004874
364,Clean,0.003512,0.015502,0.002451,0.004574
364,+30%,0.004880,0.011993,0.005889,0.003870
364,+50%,0.007050,0.011114,0.003765,0.010336
365,Clean,0.003659,0.015556,0.002872,0.004447
365,+30%,0.007074,0.010731,0.009380,0.004768
365,+50%,0.009014,0.009340,0.007772,0.010256
366,Clean,0.004053,0.017046,0.004802,0.003305
366,+30%,0.006100,0.011806,0.002949,0.009251
366,+50%,0.006972,0.009763,0.012223,0.001721
367,Clean,0.003100,0.015319,0.002358,0.003842
367,+30%,0.008925,0.010060,0.008151,0.009700
367,+50%,0.009767,0.009236,0.008769,0.010765
368,Clean,0.003474,0.016632,0.002773,0.004175
368,+30%,0.003476,0.016887,0.002722,0.004231
368,+50%,0.004145,0.013649,0.004981,0.003308
369,Clean,0.003516,0.016649,0.004057,0.002975
369,+30%,0.005708,0.013350,0.004074,0.007342
369,+50%,0.006938,0.010796,0.002125,0.011750
370,Clean,0.004106,0.018441,0.003781,0.004432
370,+30%,0.007981,0.010497,0.005330,0.010632
370,+50%,0.008213,0.007814,0.006518,0.009908
371,Clean,0.002864,0.014955,0.003229,0.002498
371,+30%,0.006376,0.010564,0.005397,0.007356
371,+50%,0.003928,0.012123,0.005583,0.002273
372,Clean,0.003361,0.017247,0.002781,0.003942
372,+30%,0.006259,0.013041,0.005414,0.007104
372,+50%,0.005770,0.011386,0.003267,0.008272
373,Clean,0.003102,0.014608,0.003133,0.003070
373,+30%,0.006670,0.012281,0.008618,0.004721
373,+50%,0.004331,0.011280,0.005855,0.002806
374,Clean,0.003787,0.016952,0.003880,0.003694
374,+30%,0.006592,0.012772,0.002703,0.010481
374,+50%,0.006373,0.012540,0.005003,0.007743
375,Clean,0.003451,0.016171,0.003166,0.003737
375,+30%,0.007718,0.011408,0.004792,0.010644
375,+50%,0.007447,0.010973,0.001717,0.013177
376,Clean,0.002849,0.014344,0.002533,0.003165
376,+30%,0.005354,0.009725,0.003764,0.006943
376,+50%,0.007112,0.008680,0.005711,0.008514
377,Clean,0.002939,0.013893,0.002440,0.003438
377,+30%,0.006396,0.009902,0.006881,0.005912
377,+50%,0.005414,0.010509,0.007590,0.003239
378,Clean,0.003957,0.017843,0.003129,0.004784
378,+30%,0.007933,0.009166,0.007530,0.008337
378,+50%,0.009166,0.008780,0.009917,0.008414
379,Clean,0.003516,0.017178,0.003718,0.003313
379,+30%,0.007272,0.011271,0.003339,0.011204
379,+50%,0.007887,0.009846,0.001855,0.013919
380,Clean,0.003024,0.015063,0.002783,0.003265
380,+30%,0.002892,0.013929,0.002626,0.003158
380,+50%,0.003360,0.015902,0.003554,0.003166
381,Clean,0.003740,0.016436,0.002471,0.005009
381,+30%,0.006607,0.011143,0.009531,0.003683
381,+50%,0.008420,0.010689,0.014524,0.002317
382,Clean,0.003801,0.016368,0.002456,0.005145
382,+30%,0.004369,0.014914,0.002692,0.006047
382,+50%,0.004653,0.011834,0.003639,0.005666
383,Clean,0.003641,0.017396,0.003797,0.003485
383,+30%,0.007270,0.013410,0.003113,0.011427
383,+50%,0.007963,0.008992,0.003587,0.012340
384,Clean,0.003586,0.017171,0.003136,0.004036
384,+30%,0.003747,0.013280,0.002962,0.004531
384,+50%,0.008710,0.008734,0.007372,0.010047
385,Clean,0.003449,0.015080,0.002064,0.004833
385,+30%,0.009000,0.009908,0.004945,0.013054
385,+50%,0.006629,0.010495,0.003040,0.010218
386,Clean,0.003091,0.015585,0.002488,0.003694
386,+30%,0.005644,0.010977,0.009180,0.002108
386,+50%,0.006914,0.012371,0.009876,0.003952
387,Clean,0.003610,0.016786,0.002583,0.004637
387,+30%,0.005024,0.015113,0.006024,0.004024
387,+50%,0.004366,0.013587,0.002918,0.005813
388,Clean,0.003496,0.016390,0.002808,0.004183
388,+30%,0.004104,0.015979,0.003324,0.004883
388,+50%,0.006035,0.010607,0.004420,0.007649
389,Clean,0.003744,0.016926,0.003039,0.004449
389,+30%,0.005348,0.009817,0.002744,0.007951
389,+50%,0.006978,0.007180,0.005281,0.008676
390,Clean,0.003691,0.016346,0.003171,0.004211
390,+30%,0.007378,0.011805,0.010475,0.004281
390,+50%,0.004710,0.013038,0.003969,0.005452
391,Clean,0.003707,0.017480,0.002536,0.004877
391,+30%,0.006157,0.012320,0.002729,0.009585
391,+50%,0.008226,0.010188,0.010469,0.005982
392,Clean,0.003154,0.014765,0.002702,0.003606
392,+30%,0.003978,0.011511,0.004806,0.003150
392,+50%,0.004520,0.013166,0.002680,0.006360
393,Clean,0.003248,0.015494,0.002578,0.003919
393,+30%,0.007760,0.009407,0.001145,0.014375
393,+50%,0.008127,0.010340,0.001401,0.014853
394,Clean,0.003333,0.015205,0.003502,0.003164
394,+30%,0.005389,0.012252,0.004043,0.006736
394,+50%,0.007230,0.010265,0.005052,0.009409
395,Clean,0.003400,0.016359,0.003104,0.003697
395,+30%,0.006071,0.011632,0.001810,0.010332
395,+50%,0.007811,0.009351,0.006416,0.009206
396,Clean,0.003602,0.016681,0.002376,0.004828
396,+30%,0.008184,0.009640,0.009076,0.007293
396,+50%,0.008807,0.008544,0.008407,0.009206
397,Clean,0.003937,0.017344,0.001722,0.006153
397,+30%,0.007239,0.010333,0.004752,0.009726
397,+50%,0.006489,0.010559,0.008258,0.004720
398,Clean,0.003192,0.014919,0.002295,0.004089
398,+30%,0.006406,0.009559,0.009260,0.003552
398,+50%,0.008049,0.008504,0.009098,0.007000
399,Clean,0.003473,0.016863,0.002421,0.004524
399,+30%,0.008805,0.010713,0.004156,0.013453
399,+50%,0.008405,0.008797,0.000611,0.016198
400,Clean,0.003520,0.015470,0.003640,0.003399
400,+30%,0.007988,0.008335,0.009011,0.006964
400,+50%,0.007091,0.009675,0.010673,0.003509
401,Clean,0.004164,0.016789,0.002644,0.005683
401,+30%,0.008362,0.008631,0.005120,0.011605
401,+50%,0.009706,0.011077,0.010633,0.008778
402,Clean,0.003768,0.017311,0.004095,0.003440
402,+30%,0.006596,0.011393,0.008606,0.004586
402,+50%,0.007118,0.009388,0.011783,0.002453
403,Clean,0.002904,0.014605,0.002741,0.003068
403,+30%,0.006101,0.011848,0.009416,0.002786
403,+50%,0.009526,0.010247,0.008600,0.010451
404,Clean,0.003534,0.017017,0.002838,0.004230
404,+30%,0.005979,0.012413,0.001577,0.010380
404,+50%,0.008404,0.009300,0.002345,0.014464
405,Clean,0.003411,0.017379,0.002873,0.003949
405,+30%,0.004043,0.015343,0.003932,0.004154
405,+50%,0.003909,0.015774,0.004506,0.003313
406,Clean,0.003783,0.017784,0.003092,0.004474
406,+30%,0.003663,0.015628,0.003568,0.003757
406,+50%,0.002879,0.012993,0.002502,0.003256
407,Clean,0.003730,0.017069,0.003511,0.003949
407,+30%,0.006509,0.011237,0.009690,0.003328
407,+50%,0.004692,0.010712,0.002872,0.006513
408,Clean,0.003094,0.014801,0.002381,0.003807
408,+30%,0.007124,0.010430,0.010794,0.003454
408,+50%,0.008405,0.008783,0.009088,0.007722
409,Clean,0.002824,0.013445,0.003849,0.001799
409,+30%,0.009275,0.011771,0.005084,0.013466
409,+50%,0.009313,0.011565,0.005955,0.012672
410,Clean,0.003432,0.016346,0.002144,0.004719
410,+30%,0.010053,0.009593,0.007645,0.012461
410,+50%,0.010287,0.009528,0.007528,0.013047
411,Clean,0.004093,0.017854,0.003570,0.004617
411,+30%,0.004859,0.014123,0.005315,0.004403
411,+50%,0.004033,0.014500,0.002534,0.005531
412,Clean,0.003671,0.016361,0.002839,0.004502
412,+30%,0.004301,0.011858,0.005232,0.003370
412,+50%,0.006506,0.011283,0.010040,0.002972
413,Clean,0.003398,0.015662,0.003202,0.003595
413,+30%,0.007301,0.010231,0.008518,0.006084
413,+50%,0.008119,0.010725,0.007094,0.009143
414,Clean,0.003871,0.016659,0.002294,0.005448
414,+30%,0.004955,0.012353,0.004567,0.005343
414,+50%,0.009142,0.008704,0.006828,0.011455
415,Clean,0.003182,0.014393,0.001619,0.004745
415,+30%,0.003973,0.014429,0.001393,0.006552
415,+50%,0.008813,0.009206,0.008245,0.009381
416,Clean,0.003690,0.015916,0.003262,0.004117
416,+30%,0.006782,0.011805,0.007708,0.005855
416,+50%,0.003667,0.014798,0.003194,0.004141
417,Clean,0.003623,0.016844,0.003096,0.004150
417,+30%,0.003758,0.014882,0.002463,0.005054
417,+50%,0.006540,0.011389,0.006373,0.006708
418,Clean,0.003088,0.015208,0.002830,0.003346
418,+30%,0.010177,0.009806,0.002522,0.017833
418,+50%,0.009829,0.008239,0.005227,0.014430
419,Clean,0.003417,0.016158,0.003304,0.003530
419,+30%,0.004077,0.014072,0.004698,0.003455
419,+50%,0.005196,0.013150,0.004317,0.006074
420,Clean,0.003052,0.014175,0.003149,0.002955
420,+30%,0.004459,0.012054,0.006586,0.002332
420,+50%,0.007123,0.012127,0.008055,0.006191
421,Clean,0.003807,0.015482,0.002073,0.005541
421,+30%,0.006780,0.010790,0.007564,0.005996
421,+50%,0.008593,0.010431,0.008714,0.008471
422,Clean,0.003504,0.015897,0.002681,0.004327
422,+30%,0.008733,0.010110,0.007723,0.009744
422,+50%,0.008916,0.009906,0.008466,0.009366
423,Clean,0.003275,0.016110,0.002822,0.003727
423,+30%,0.003266,0.013604,0.002826,0.003707
423,+50%,0.008524,0.009625,0.002532,0.014515
424,Clean,0.005370,0.020006,0.007015,0.003726
424,+30%,0.009019,0.008562,0.001635,0.016403
424,+50%,0.009370,0.008729,0.003103,0.015637
425,Clean,0.003686,0.015545,0.002759,0.004614
425,+30%,0.007543,0.008830,0.009425,0.005660
425,+50%,0.006339,0.008756,0.003047,0.009631
426,Clean,0.004236,0.018543,0.003918,0.004555
426,+30%,0.004286,0.017132,0.004445,0.004127
426,+50%,0.003310,0.011911,0.002945,0.003675
427,Clean,0.003427,0.014945,0.002358,0.004495
427,+30%,0.005988,0.009699,0.005781,0.006196
427,+50%,0.008343,0.008644,0.010309,0.006377
428,Clean,0.003612,0.016523,0.003401,0.003823
428,+30%,0.005642,0.013319,0.005356,0.005929
428,+50%,0.007195,0.011169,0.005109,0.009280
429,Clean,0.004110,0.018044,0.003950,0.004270
429,+30%,0.007139,0.011446,0.005130,0.009149
429,+50%,0.003856,0.012464,0.004145,0.003568
430,Clean,0.003501,0.016323,0.003308,0.003695
430,+30%,0.010058,0.010794,0.012062,0.008055
430,+50%,0.009056,0.008369,0.017058,0.001053
431,Clean,0.003409,0.016686,0.002487,0.004332
431,+30%,0.005146,0.010613,0.005307,0.004985
431,+50%,0.007601,0.010802,0.003641,0.011561
432,Clean,0.003622,0.017223,0.002998,0.004247
432,+30%,0.008302,0.010844,0.010554,0.006051
432,+50%,0.007965,0.009093,0.006292,0.009639
433,Clean,0.003313,0.015980,0.002306,0.004320
433,+30%,0.003434,0.014087,0.002510,0.004359
433,+50%,0.004821,0.013552,0.002487,0.007155
434,Clean,0.002850,0.013675,0.002952,0.002748
434,+30%,0.007074,0.011049,0.005859,0.008290
434,+50%,0.008886,0.011202,0.003253,0.014519
435,Clean,0.003990,0.016893,0.003024,0.004956
435,+30%,0.008994,0.008767,0.008808,0.009180
435,+50%,0.008509,0.008533,0.012714,0.004303
436,Clean,0.003485,0.016497,0.002831,0.004139
436,+30%,0.004686,0.011875,0.005250,0.004121
436,+50%,0.007745,0.011010,0.012031,0.003458
437,Clean,0.003378,0.016222,0.003063,0.003692
437,+30%,0.008756,0.009450,0.008332,0.009179
437,+50%,0.008979,0.009588,0.012059,0.005898
438,Clean,0.003345,0.014713,0.003670,0.003019
438,+30%,0.006423,0.012273,0.002702,0.010144
438,+50%,0.008508,0.009260,0.007440,0.009575
439,Clean,0.003726,0.016626,0.002924,0.004528
439,+30%,0.005181,0.013018,0.005856,0.004507
439,+50%,0.006749,0.011477,0.004999,0.008499
440,Clean,0.005098,0.019011,0.003451,0.006744
440,+30%,0.007261,0.007143,0.002892,0.011629
440,+50%,0.008801,0.008373,0.001037,0.016564
441,Clean,0.004077,0.016843,0.004817,0.003338
441,+30%,0.008175,0.008787,0.011440,0.004911
441,+50%,0.008645,0.008677,0.011488,0.005802
442,Clean,0.003622,0.016594,0.004183,0.003061
442,+30%,0.008761,0.010172,0.010136,0.007386
442,+50%,0.008535,0.011341,0.010599,0.006470
443,Clean,0.003583,0.016514,0.002508,0.004658
443,+30%,0.005931,0.014398,0.006841,0.005021
443,+50%,0.005785,0.009153,0.005796,0.005773
444,Clean,0.003320,0.016362,0.002482,0.004157
444,+30%,0.007101,0.010421,0.002165,0.012037
444,+50%,0.008010,0.009012,0.005529,0.010492
445,Clean,0.003644,0.016434,0.002840,0.004448
445,+30%,0.005667,0.014661,0.003214,0.008120
445,+50%,0.009588,0.010677,0.013902,0.005275
446,Clean,0.003476,0.016151,0.002568,0.004383
446,+30%,0.004989,0.010843,0.002792,0.007187
446,+50%,0.006379,0.008356,0.001099,0.011659
447,Clean,0.003979,0.016931,0.002261,0.005697
447,+30%,0.004991,0.013088,0.003456,0.006525
447,+50%,0.007817,0.010311,0.001298,0.014337
448,Clean,0.002935,0.014274,0.001759,0.004112
448,+30%,0.009536,0.008841,0.006747,0.012324
448,+50%,0.009567,0.008927,0.006807,0.012327
449,Clean,0.003446,0.015998,0.003369,0.003523
449,+30%,0.006116,0.010417,0.006769,0.005463
449,+50%,0.005857,0.012958,0.006975,0.004738
450,Clean,0.003667,0.017462,0.002797,0.004536
450,+30%,0.006817,0.008888,0.009976,0.003658
450,+50%,0.008284,0.008203,0.010245,0.006324
451,Clean,0.003640,0.016816,0.003735,0.003544
451,+30%,0.008084,0.013448,0.003568,0.012601
451,+50%,0.006953,0.012143,0.004921,0.008985
452,Clean,0.003765,0.016821,0.002529,0.005001
452,+30%,0.005836,0.011717,0.003705,0.007968
452,+50%,0.009025,0.009025,0.004589,0.013460
453,Clean,0.003814,0.016121,0.001766,0.005863
453,+30%,0.005794,0.010586,0.003008,0.008579
453,+50%,0.005462,0.010531,0.005882,0.005042
454,Clean,0.003219,0.015085,0.002872,0.003565
454,+30%,0.004269,0.015963,0.004801,0.003737
454,+50%,0.007440,0.010664,0.001605,0.013274
455,Clean,0.003015,0.015082,0.003201,0.002829
455,+30%,0.005377,0.012247,0.008543,0.002212
455,+50%,0.003321,0.015309,0.003261,0.003381
456,Clean,0.003014,0.015193,0.003002,0.003026
456,+30%,0.004499,0.011866,0.005867,0.003131
456,+50%,0.002731,0.013763,0.002838,0.002623
457,Clean,0.003995,0.017303,0.004158,0.003831
457,+30%,0.007703,0.010046,0.013648,0.001757
457,+50%,0.007859,0.009327,0.014026,0.001691
458,Clean,0.002712,0.013487,0.002099,0.003325
458,+30%,0.007572,0.009381,0.011202,0.003943
458,+50%,0.007754,0.008724,0.014404,0.001104
459,Clean,0.004263,0.018822,0.004343,0.004183
459,+30%,0.008335,0.009968,0.012065,0.004605
459,+50%,0.008783,0.008948,0.008965,0.008600
460,Clean,0.003818,0.017180,0.003212,0.004423
460,+30%,0.006700,0.010240,0.008445,0.004954
460,+50%,0.007080,0.011180,0.011710,0.002451
461,Clean,0.003504,0.015903,0.003530,0.003478
461,+30%,0.003827,0.014412,0.003433,0.004221
461,+50%,0.003844,0.012501,0.004119,0.003569
462,Clean,0.004120,0.017243,0.003481,0.004760
462,+30%,0.006299,0.009784,0.010562,0.002035
462,+50%,0.005280,0.010102,0.008469,0.002090
463,Clean,0.003348,0.014763,0.003151,0.003546
463,+30%,0.008856,0.008485,0.007673,0.010040
463,+50%,0.007128,0.007281,0.004228,0.010028
464,Clean,0.003073,0.014345,0.002491,0.003656
464,+30%,0.007225,0.013070,0.008625,0.005824
464,+50%,0.010338,0.010101,0.011493,0.009183
465,Clean,0.003002,0.015069,0.002870,0.003134
465,+30%,0.003365,0.016597,0.002730,0.004001
465,+50%,0.008825,0.009941,0.008428,0.009222
466,Clean,0.003350,0.016842,0.002717,0.003983
466,+30%,0.004637,0.014950,0.005388,0.003887
466,+50%,0.007088,0.011134,0.003606,0.010570
467,Clean,0.003476,0.016688,0.002704,0.004248
467,+30%,0.009411,0.010303,0.010701,0.008120
467,+50%,0.008945,0.010078,0.011665,0.006225
468,Clean,0.003247,0.015880,0.003036,0.003459
468,+30%,0.005683,0.012467,0.004982,0.006385
468,+50%,0.007326,0.010872,0.011438,0.003214
469,Clean,0.003388,0.015464,0.004243,0.002534
469,+30%,0.007133,0.011502,0.002516,0.011750
469,+50%,0.008033,0.009477,0.010673,0.005393
470,Clean,0.003279,0.014892,0.003345,0.003213
470,+30%,0.005941,0.010836,0.006765,0.005117
470,+50%,0.006953,0.010938,0.002544,0.011362
471,Clean,0.003846,0.017739,0.003394,0.004298
471,+30%,0.006124,0.012254,0.006735,0.005513
471,+50%,0.006918,0.012513,0.010322,0.003513
472,Clean,0.003864,0.016450,0.003281,0.004446
472,+30%,0.006357,0.010824,0.002727,0.009988
472,+50%,0.006508,0.011087,0.009324,0.003692
473,Clean,0.003284,0.016017,0.002827,0.003742
473,+30%,0.005238,0.012278,0.002812,0.007665
473,+50%,0.006346,0.011368,0.006222,0.006470
474,Clean,0.003063,0.014446,0.002071,0.004056
474,+30%,0.003262,0.015228,0.002118,0.004405
474,+50%,0.004249,0.013978,0.003809,0.004690
475,Clean,0.003285,0.016271,0.003558,0.003012
475,+30%,0.005455,0.012824,0.008427,0.002484
475,+50%,0.007436,0.013220,0.007810,0.007062
476,Clean,0.003292,0.015119,0.002617,0.003967
476,+30%,0.008761,0.010454,0.009664,0.007859
476,+50%,0.009204,0.008819,0.008678,0.009729
477,Clean,0.003242,0.015462,0.003286,0.003198
477,+30%,0.004253,0.015614,0.004959,0.003548
477,+50%,0.004403,0.013432,0.006827,0.001979
478,Clean,0.003355,0.015649,0.003100,0.003609
478,+30%,0.002828,0.013765,0.002412,0.003243
478,+50%,0.003681,0.012112,0.002066,0.005296
479,Clean,0.003364,0.016592,0.002599,0.004129
479,+30%,0.007441,0.010888,0.012474,0.002408
479,+50%,0.007503,0.011916,0.012164,0.002843
480,Clean,0.003662,0.016628,0.003013,0.004310
480,+30%,0.003328,0.012866,0.002215,0.004442
480,+50%,0.004358,0.011914,0.002194,0.006521
481,Clean,0.003108,0.015593,0.003829,0.002386
481,+30%,0.007896,0.012429,0.004722,0.011069
481,+50%,0.007233,0.012696,0.011026,0.003439
482,Clean,0.003173,0.015908,0.002696,0.003649
482,+30%,0.004206,0.012439,0.005427,0.002984
482,+50%,0.006149,0.008940,0.009955,0.002343
483,Clean,0.004692,0.018247,0.002603,0.006782
483,+30%,0.005270,0.010775,0.002155,0.008385
483,+50%,0.004681,0.013772,0.003654,0.005707
484,Clean,0.003272,0.015809,0.002227,0.004316
484,+30%,0.004984,0.012612,0.005064,0.004905
484,+50%,0.006973,0.010322,0.003590,0.010357
485,Clean,0.003368,0.015428,0.002733,0.004003
485,+30%,0.008851,0.009604,0.001037,0.016665
485,+50%,0.009667,0.009021,0.006630,0.012704
486,Clean,0.004477,0.018083,0.004125,0.004829
486,+30%,0.004758,0.014626,0.003135,0.006380
486,+50%,0.007653,0.009728,0.012225,0.003080
487,Clean,0.003608,0.016942,0.003678,0.003538
487,+30%,0.005372,0.013487,0.005230,0.005515
487,+50%,0.008803,0.010199,0.008865,0.008741
488,Clean,0.003695,0.016859,0.002860,0.004529
488,+30%,0.005910,0.010565,0.003014,0.008807
488,+50%,0.005445,0.008923,0.006267,0.004623
489,Clean,0.003096,0.014986,0.003251,0.002940
489,+30%,0.005014,0.012726,0.005170,0.004857
489,+50%,0.008272,0.008901,0.006044,0.010500
490,Clean,0.003657,0.016173,0.002364,0.004950
490,+30%,0.008820,0.009863,0.009907,0.007733
490,+50%,0.007624,0.010672,0.011842,0.003406
491,Clean,0.003259,0.015588,0.003571,0.002947
491,+30%,0.010154,0.008908,0.011352,0.008956
491,+50%,0.009695,0.008667,0.012105,0.007284
492,Clean,0.003980,0.017711,0.003327,0.004633
492,+30%,0.004004,0.011128,0.004895,0.003114
492,+50%,0.007891,0.011130,0.012718,0.003063
493,Clean,0.003526,0.015189,0.002912,0.004141
493,+30%,0.005591,0.012919,0.007610,0.003572
493,+50%,0.006505,0.011375,0.010406,0.002605
494,Clean,0.003352,0.016804,0.002848,0.003856
494,+30%,0.004229,0.013564,0.003592,0.004865
494,+50%,0.003819,0.015897,0.002675,0.004963
495,Clean,0.003719,0.017159,0.003921,0.003516
495,+30%,0.004813,0.013103,0.003062,0.006564
495,+50%,0.006046,0.013688,0.007345,0.004747
496,Clean,0.003681,0.016226,0.003347,0.004016
496,+30%,0.005274,0.013119,0.004296,0.006251
496,+50%,0.004779,0.012188,0.005038,0.004519
497,Clean,0.003612,0.016699,0.002521,0.004703
497,+30%,0.006525,0.010541,0.004880,0.008171
497,+50%,0.008625,0.010045,0.014257,0.002993
498,Clean,0.003796,0.016694,0.002155,0.005438
498,+30%,0.004268,0.013643,0.003912,0.004624
498,+50%,0.008367,0.009724,0.004530,0.012204
499,Clean,0.003633,0.016446,0.003234,0.004031
499,+30%,0.005715,0.012332,0.002769,0.008661
499,+50%,0.007037,0.010978,0.007176,0.006898
500,Clean,0.003129,0.015877,0.002768,0.003491
500,+30%,0.007113,0.010826,0.005704,0.008522
500,+50%,0.007903,0.010263,0.009386,0.006420
501,Clean,0.003488,0.016823,0.003314,0.003662
501,+30%,0.008889,0.009595,0.001188,0.016590
501,+50%,0.008306,0.008488,0.001395,0.015217
502,Clean,0.003751,0.016541,0.002892,0.004609
502,+30%,0.006958,0.008488,0.004638,0.009278
502,+50%,0.005607,0.010674,0.005333,0.005881
503,Clean,0.003950,0.017343,0.003364,0.004537
503,+30%,0.004913,0.012487,0.004231,0.005596
503,+50%,0.007068,0.009615,0.011669,0.002467
504,Clean,0.004026,0.017202,0.003921,0.004132
504,+30%,0.005988,0.011106,0.006083,0.005893
504,+50%,0.004958,0.012685,0.002156,0.007761
505,Clean,0.003351,0.016050,0.002497,0.004205
505,+30%,0.004507,0.014265,0.004845,0.004169
505,+50%,0.009430,0.009254,0.003692,0.015167
506,Clean,0.003802,0.017607,0.003235,0.004369
506,+30%,0.005531,0.012472,0.002810,0.008253
506,+50%,0.006930,0.013027,0.005250,0.008610
507,Clean,0.003737,0.016876,0.003649,0.003825
507,+30%,0.008153,0.010663,0.002505,0.013802
507,+50%,0.008664,0.009659,0.004162,0.013166
508,Clean,0.003360,0.017081,0.003420,0.003301
508,+30%,0.006706,0.011219,0.009338,0.004074
508,+50%,0.007965,0.011528,0.013246,0.002683
509,Clean,0.003172,0.014938,0.002279,0.004066
509,+30%,0.007118,0.011170,0.008214,0.006023
509,+50%,0.007718,0.009467,0.014352,0.001085
510,Clean,0.003661,0.016585,0.003722,0.003600
510,+30%,0.004983,0.012601,0.003584,0.006382
510,+50%,0.005957,0.011700,0.002208,0.009706
511,Clean,0.003871,0.015731,0.003443,0.004300
511,+30%,0.007083,0.009432,0.008602,0.005563
511,+50%,0.008335,0.010042,0.009201,0.007470
