rank,channels,source_stage,se3_ate_rmse_cm,se3_ate_mean_cm,rotation_ape_rmse_deg,translation_rpe_rmse_cm,translation_rpe_max_cm,rotation_rpe_rmse_deg,rotation_rpe_max_deg,translation_jump_flag,rotation_jump_flag,rpe_safety_pass,legacy_keyframe_sim3_mean_cm,legacy_keyframe_sim3_scale,legacy_keyframe_poses,photo_mse_median,photo_mse_nonfinite_count,valid_ratio_min
11,"20,23,26,60",bruteforce,5.858690835985559,5.341211900144128,85.65097786187087,4.091849787162803,17.619074782481775,2.209110468021043,8.838131563821852,True,True,False,5.7463414486813305,0.9685164915677613,7,21.659912,0,0.736
12,"0,30,39,52",bruteforce,5.88438649082174,5.09612432662763,115.92170372397557,4.2127473456438,22.23777651735022,3.0414122473203338,15.149960836346873,True,True,False,5.3194871628497,0.8885636509653516,7,69.79599,0,0.782
13,"23,24,26,63",bruteforce,5.949251900745963,5.068885340118571,62.625749522256854,3.620107630679076,11.824358791371132,2.407628887261033,8.062258078266696,True,True,False,5.27048396187406,0.8847979356475629,9,20.317469,0,0.919
14,"14,23,59,60",bruteforce,6.016977351075625,5.523351636011601,72.42782416218213,3.2594897655862063,14.05440209547049,2.0962934132299402,8.880163466387572,True,True,False,4.951912551658431,1.1843535193493568,8,1350.431763,0,0.874
15,"0,5,25,27",bruteforce,6.0296885797018795,5.594779253564915,79.20978127153607,3.137114973603923,14.79698984054926,2.145417719783129,9.606534264030746,True,True,False,3.469977748923292,1.2420439542102228,7,1044.768555,0,0.859
16,"5,17,26,30",bruteforce,6.103452305906722,5.732733943017978,78.18099050614957,3.4662948366814565,13.861382506796382,2.7049491187736088,11.83950913386847,True,True,False,4.886309707717941,1.004671205414707,8,30.716646,0,0.869
17,"25,32,41,43",bruteforce,6.1820222776185245,5.517550697216137,83.02815053299011,4.193171333419931,22.75444661967677,2.892472652094958,16.352526700244468,True,True,False,6.072120009914866,1.0044981950377523,7,861.411011,0,0.843
18,"17,24,40,52",bruteforce,6.196232493821389,5.357970426576335,70.67921771310684,3.493480975765547,13.338608181809205,2.056597730992051,7.458687917113907,True,True,False,5.995320861108127,1.070100704905083,8,799.685059,0,0.895
19,"5,26,59,63",bruteforce,6.21437346342228,5.326858760074223,66.49249999497862,2.919623810769512,13.522206579555368,1.8530312500094257,7.575622507800324,True,True,False,5.705499009737185,1.1249368692453168,9,1165.69458,0,0.796
20,"14,24,26,30",bruteforce,6.3583865458935716,5.599834309486682,68.23154159004001,3.6867281390707123,18.88717494562681,2.1401833928890506,9.724290894918687,True,True,False,4.915165876657466,1.0885152802399436,6,29.999075,0,0.868
21,"5,20,42,60",rescue,6.43300801920166,5.674522719890662,71.63900525921345,3.9048859964307105,20.923250143690094,2.65966704261962,14.141589032709241,True,True,False,6.066399861417991,1.0093283323007922,7,428.836365,0,0.829
22,"5,14,20,23",bruteforce,6.446576912152413,5.885130995436402,69.34040147076836,4.188075333436517,14.92387673903467,2.6234722071623646,10.245537399978422,True,True,False,6.039098153739412,0.9920629460869552,7,1194.589722,0,0.826
23,"8,40,50,59",bruteforce,6.485579818541115,6.191321478860625,79.97818600133289,1.832162182995675,5.5492435615202425,1.406410392746681,3.8011122388916023,False,False,True,5.793399191437411,1.2679375811902776,10,8.280993,0,0.93
