Trial	N_Channels	Channels	ATE_Mean_cm	Status
52	6	d10,d26,d53,d63,d90,d91	53.6059	OK
53	4	d39,d41,d60,d104	33.8740	OK
54	4	d6,d45,d85,d105	47.3684	OK
55	4	d40,d63,d68,d105	49.0653	OK
56	4	d9,d27,d97,d120	36.5099	OK
57	8	d6,d51,d56,d57,d58,d78,d89,d117	39.0015	OK
58	8	d7,d17,d29,d49,d71,d84,d89,d102	38.1317	OK
59	8	d9,d27,d45,d66,d67,d80,d88,d111	33.4607	OK
60	8	d0,d11,d29,d48,d50,d65,d98,d111	46.2844	OK
61	6	d17,d31,d80,d84,d93,d110	71.7640	OK
62	6	d75,d76,d79,d83,d103,d104	55.9693	OK
63	6	d32,d44,d49,d77,d97,d107	43.1176	OK
64	6	d0,d53,d73,d77,d103,d110	54.5670	OK
65	4	d54,d82,d113,d119	39.4353	OK
66	4	d21,d43,d72,d121	31.5533	OK
67	4	d23,d60,d79,d85	48.1064	OK
68	4	d6,d37,d50,d57	44.3538	OK
69	8	d11,d18,d49,d62,d98,d106,d116,d121	30.8113	OK
70	8	d1,d27,d37,d56,d62,d102,d108,d126	38.5719	OK
71	8	d12,d31,d34,d45,d63,d81,d116,d118	40.7652	OK
72	8	d40,d63,d66,d109,d113,d114,d115,d121	57.8547	OK
73	6	d19,d61,d70,d73,d112,d124	46.6424	OK
74	6	d20,d35,d60,d69,d81,d85	41.3906	OK
75	6	d16,d38,d39,d54,d59,d98	54.7638	OK
76	6	d15,d52,d84,d104,d106,d119	40.1745	OK
77	4	d5,d97,d99,d107	48.7788	OK
78	4	d1,d76,d90,d122	49.8024	OK
79	4	d56,d99,d107,d124	40.1321	OK
80	4	d56,d69,d111,d124	-	TIMEOUT
81	8	d6,d7,d32,d42,d86,d99,d103,d119	37.8697	OK
82	8	d6,d12,d21,d34,d46,d100,d109,d118	46.7670	OK
83	8	d54,d66,d71,d83,d86,d97,d107,d116	40.6160	OK
84	8	d4,d13,d17,d20,d57,d64,d89,d120	69.1223	OK
85	6	d5,d7,d10,d39,d51,d63	35.0604	OK
86	6	d29,d32,d55,d61,d119,d121	40.3308	OK
87	6	d29,d41,d42,d65,d79,d94	49.3785	OK
88	6	d6,d27,d50,d79,d96,d101	49.2165	OK
89	4	d19,d26,d62,d77	46.8462	OK
90	4	d10,d30,d88,d109	40.2524	OK
91	4	d3,d17,d87,d94	57.6787	OK
92	4	d27,d107,d110,d125	-	TIMEOUT
93	8	d39,d45,d69,d92,d111,d117,d119,d123	41.7981	OK
94	8	d22,d62,d68,d71,d82,d111,d115,d118	56.3971	OK
95	8	d7,d46,d54,d83,d86,d97,d124,d126	42.6669	OK
96	8	d2,d21,d48,d66,d70,d71,d87,d90	47.4056	OK
97	6	d4,d61,d104,d114,d121,d125	50.2103	OK
98	6	d23,d56,d62,d75,d78,d103	-	TIMEOUT
99	6	d84,d88,d90,d94,d108,d121	34.1794	OK
100	6	d30,d59,d64,d69,d78,d116	55.5952	OK
101	4	d30,d47,d49,d80	-	TIMEOUT
102	4	d49,d55,d70,d123	58.5009	OK
103	4	d25,d49,d72,d75	-	FROZEN_FAIL
104	4	d45,d58,d77,d92	32.9510	OK
105	8	d3,d11,d13,d26,d32,d70,d74,d125	37.4115	OK
106	8	d3,d13,d47,d72,d87,d112,d120,d122	50.9904	OK
107	8	d13,d16,d18,d29,d64,d102,d122,d125	47.3024	OK
108	8	d21,d30,d38,d57,d63,d77,d97,d106	42.4492	OK
109	6	d15,d76,d78,d109,d113,d115	-	TIMEOUT
110	6	d20,d25,d40,d53,d54,d67	43.3506	OK
111	6	d0,d19,d40,d44,d61,d104	55.1428	OK
112	6	d8,d59,d73,d74,d115,d120	58.4211	OK
113	4	d18,d59,d72,d116	-	TIMEOUT
114	4	d29,d50,d67,d108	26.8299	OK
115	4	d36,d38,d57,d68	54.9248	OK
116	4	d15,d18,d42,d78	-	TIMEOUT
117	8	d31,d69,d73,d77,d103,d112,d119,d126	43.6681	OK
118	8	d6,d10,d20,d23,d64,d82,d110,d112	41.5276	OK
119	8	d5,d10,d44,d58,d68,d71,d113,d120	51.0994	OK
120	8	d23,d46,d85,d89,d104,d111,d120,d125	49.6259	OK
121	6	d26,d41,d82,d84,d105,d126	36.7743	OK
122	6	d9,d22,d73,d80,d102,d116	45.7238	OK
123	6	d0,d29,d64,d82,d103,d118	54.0628	OK
124	6	d13,d48,d92,d105,d113,d127	-	TIMEOUT
125	4	d13,d33,d52,d68	42.2736	OK
126	4	d31,d73,d112,d124	51.4512	OK
127	4	d7,d40,d61,d79	38.6697	OK
128	4	d3,d23,d57,d104	62.6493	OK
129	8	d29,d30,d39,d69,d74,d106,d118,d127	44.4044	OK
130	8	d34,d37,d48,d62,d98,d116,d120,d123	46.4761	OK
131	8	d0,d17,d68,d70,d72,d76,d87,d106	56.0478	OK
132	8	d38,d85,d88,d96,d114,d116,d123,d125	40.3959	OK
133	6	d48,d59,d61,d82,d98,d105	48.4623	OK
134	6	d11,d38,d81,d97,d98,d121	39.3298	OK
135	6	d9,d25,d32,d84,d112,d126	37.1763	OK
136	6	d3,d25,d36,d39,d104,d116	34.0880	OK
137	4	d19,d67,d86,d120	39.7917	OK
138	4	d20,d84,d97,d101	35.9567	OK
139	4	d9,d17,d81,d124	-	TIMEOUT
140	4	d23,d58,d60,d73	44.2141	OK
141	8	d7,d11,d25,d42,d76,d83,d111,d113	37.4584	OK
142	8	d14,d37,d62,d75,d91,d95,d105,d110	43.6484	OK
143	8	d20,d36,d43,d44,d46,d61,d97,d127	38.9570	OK
144	8	d2,d40,d59,d65,d73,d117,d118,d119	40.3916	OK
145	6	d18,d64,d76,d88,d108,d113	43.6449	OK
146	6	d27,d50,d77,d98,d116,d123	43.9593	OK
147	6	d5,d60,d75,d91,d97,d101	30.2908	OK
148	6	d2,d12,d58,d70,d73,d127	45.5486	OK
149	4	d48,d56,d64,d90	55.7109	OK
150	4	d10,d24,d35,d79	-	TIMEOUT
151	4	d8,d33,d93,d112	-	FROZEN_FAIL
152	4	d23,d75,d83,d106	35.0275	OK
153	8	d33,d42,d44,d51,d65,d69,d93,d123	51.9436	OK
154	8	d19,d29,d36,d57,d75,d86,d101,d119	39.9908	OK
155	8	d3,d23,d31,d67,d93,d94,d101,d116	35.7642	OK
156	8	d6,d27,d59,d67,d83,d95,d97,d120	35.5541	OK
157	6	d16,d29,d56,d77,d104,d118	50.4887	OK
158	6	d9,d11,d29,d35,d77,d126	37.6706	OK
159	6	d24,d34,d60,d94,d99,d116	45.7184	OK
160	6	d25,d39,d104,d106,d107,d125	35.3868	OK
161	4	d8,d55,d71,d94	-	TIMEOUT
162	4	d25,d60,d92,d113	27.7947	OK
163	4	d15,d91,d94,d101	-	TIMEOUT
164	4	d31,d48,d70,d116	38.3194	OK
165	8	d5,d12,d23,d32,d52,d54,d62,d85	43.5281	OK
166	8	d0,d17,d37,d53,d55,d59,d70,d84	58.6461	OK
167	8	d3,d6,d28,d33,d37,d44,d64,d91	47.8933	OK
168	8	d4,d13,d32,d44,d60,d67,d82,d107	30.8999	OK
169	6	d16,d27,d29,d92,d114,d121	43.4526	OK
170	6	d7,d11,d56,d77,d115,d117	58.8856	OK
171	6	d15,d27,d102,d109,d122,d125	45.6563	OK
172	6	d16,d18,d20,d37,d82,d113	38.7611	OK
173	4	d32,d70,d83,d97	40.3026	OK
174	4	d25,d75,d110,d116	-	TIMEOUT
175	4	d29,d55,d110,d115	65.2725	OK
176	4	d58,d86,d105,d116	44.2953	OK
177	8	d24,d39,d65,d80,d95,d102,d106,d109	43.1247	OK
178	8	d17,d21,d23,d24,d33,d95,d110,d121	-	TIMEOUT
179	8	d13,d15,d31,d73,d84,d90,d105,d108	41.9154	OK
180	8	d26,d27,d39,d54,d57,d79,d90,d123	45.5762	OK
181	6	d29,d57,d71,d89,d94,d109	43.7077	OK
182	6	d6,d7,d46,d68,d69,d79	51.0194	OK
183	6	d1,d36,d46,d86,d89,d102	45.7183	OK
184	6	d7,d17,d23,d36,d55,d96	45.1702	OK
185	4	d40,d87,d107,d116	42.6789	OK
186	4	d21,d79,d83,d94	45.6995	OK
187	4	d12,d13,d39,d40	49.1273	OK
188	4	d20,d69,d108,d113	42.2659	OK
189	8	d29,d55,d69,d88,d106,d110,d113,d124	41.8284	OK
190	8	d11,d14,d28,d56,d72,d78,d101,d124	46.2779	OK
191	8	d1,d35,d52,d54,d65,d74,d77,d83	36.4410	OK
192	8	d1,d30,d33,d44,d58,d97,d110,d127	37.7181	OK
193	6	d4,d10,d18,d90,d101,d111	44.7364	OK
194	6	d19,d80,d103,d106,d109,d117	49.5985	OK
195	6	d5,d29,d43,d74,d83,d103	48.3644	OK
196	6	d22,d27,d62,d92,d111,d117	42.9487	OK
197	4	d20,d101,d102,d111	41.4905	OK
198	4	d56,d79,d85,d86	49.9335	OK
199	4	d19,d29,d43,d49	41.5107	OK
200	4	d26,d37,d60,d89	33.1887	OK
201	8	d19,d37,d39,d44,d45,d50,d65,d126	42.6992	OK
202	8	d17,d38,d80,d82,d112,d114,d118,d120	57.5442	OK
203	8	d14,d18,d70,d77,d79,d90,d113,d118	41.0863	OK
204	8	d9,d14,d19,d23,d73,d94,d98,d115	55.9689	OK
205	6	d10,d48,d82,d115,d118,d121	54.2915	OK
206	6	d15,d21,d26,d38,d87,d115	-	TIMEOUT
207	6	d10,d40,d44,d63,d93,d112	59.0572	OK
208	6	d13,d72,d86,d95,d99,d104	51.5650	OK
209	4	d16,d24,d84,d85	48.5111	OK
210	4	d38,d64,d72,d98	67.6180	OK
211	4	d20,d36,d85,d89	42.9737	OK
212	4	d21,d33,d79,d100	-	TIMEOUT
213	8	d4,d23,d32,d79,d84,d92,d96,d108	33.3028	OK
214	8	d46,d49,d54,d57,d79,d87,d92,d124	-	TIMEOUT
215	8	d9,d19,d25,d33,d35,d39,d75,d86	33.6962	OK
216	8	d11,d39,d41,d42,d46,d96,d105,d112	35.5832	OK
217	6	d59,d60,d72,d93,d113,d114	48.2856	OK
218	6	d49,d61,d79,d94,d112,d120	54.2634	OK
219	6	d41,d51,d72,d97,d107,d118	30.9878	OK
220	6	d13,d26,d35,d64,d95,d123	59.5909	OK
221	4	d21,d31,d41,d72	42.3384	OK
222	4	d37,d69,d111,d115	-	TIMEOUT
223	4	d23,d56,d89,d115	-	FROZEN_FAIL
224	4	d6,d13,d101,d106	38.2001	OK
225	8	d7,d20,d25,d57,d60,d81,d95,d98	47.5384	OK
226	8	d1,d9,d35,d37,d73,d85,d114,d120	42.6777	OK
227	8	d4,d20,d28,d38,d55,d65,d73,d108	52.2971	OK
228	8	d12,d16,d31,d60,d61,d77,d107,d117	35.5329	OK
229	6	d4,d28,d36,d61,d74,d127	38.5039	OK
230	6	d0,d47,d61,d90,d106,d109	48.8782	OK
231	6	d5,d17,d21,d92,d99,d120	49.7575	OK
232	6	d4,d11,d64,d91,d95,d99	48.0251	OK
233	4	d17,d26,d61,d88	65.2900	OK
234	4	d11,d34,d85,d90	-	TIMEOUT
235	4	d44,d86,d118,d122	53.5759	OK
236	4	d16,d34,d46,d117	-	TIMEOUT
237	8	d9,d10,d11,d51,d75,d79,d80,d101	33.4205	OK
238	8	d9,d12,d48,d64,d73,d84,d91,d121	41.4781	OK
239	8	d31,d69,d86,d94,d98,d102,d111,d112	46.0018	OK
240	8	d20,d21,d47,d68,d94,d108,d110,d127	52.3536	OK
241	6	d20,d26,d46,d75,d82,d83	31.1049	OK
242	6	d42,d75,d78,d109,d113,d114	47.5227	OK
243	6	d10,d70,d89,d90,d111,d114	51.1223	OK
244	6	d7,d14,d19,d40,d93,d103	43.3575	OK
245	4	d8,d32,d36,d112	41.2943	OK
246	4	d17,d60,d92,d93	58.3697	OK
247	4	d8,d39,d98,d115	69.5399	OK
248	4	d19,d94,d95,d113	-	FROZEN_FAIL
249	8	d6,d29,d35,d63,d71,d80,d93,d101	52.7068	OK
250	8	d30,d47,d54,d66,d67,d99,d114,d127	44.4819	OK
251	8	d18,d31,d34,d44,d51,d73,d115,d125	60.8431	OK
252	8	d16,d22,d40,d74,d76,d81,d88,d113	36.7777	OK
253	6	d31,d35,d44,d51,d57,d92	44.1420	OK
254	6	d6,d60,d92,d94,d119,d126	33.6619	OK
255	6	d16,d22,d33,d79,d101,d122	-	TIMEOUT
256	6	d18,d32,d81,d104,d105,d115	61.8750	OK
257	4	d32,d46,d88,d119	-	TIMEOUT
258	4	d14,d31,d33,d110	47.6763	OK
259	4	d39,d41,d42,d77	38.4278	OK
260	4	d57,d72,d82,d88	38.5759	OK
261	8	d20,d23,d32,d43,d50,d64,d70,d77	44.6764	OK
262	8	d7,d10,d11,d20,d39,d43,d67,d86	30.5382	OK
263	8	d7,d53,d62,d74,d77,d106,d123,d127	36.0640	OK
264	8	d15,d18,d40,d76,d103,d106,d112,d116	49.2371	OK
265	6	d36,d52,d80,d87,d118,d123	40.2021	OK
266	6	d27,d33,d81,d88,d94,d102	34.7082	OK
267	6	d31,d61,d68,d81,d115,d119	63.4916	OK
268	6	d12,d24,d36,d63,d74,d98	58.6919	OK
269	4	d40,d63,d83,d107	44.1606	OK
270	4	d40,d48,d80,d127	44.7618	OK
271	4	d5,d78,d119,d127	51.4790	OK
272	4	d23,d61,d100,d117	-	TIMEOUT
273	8	d2,d12,d55,d72,d73,d90,d120,d126	51.0910	OK
274	8	d11,d27,d34,d67,d93,d102,d103,d110	43.9429	OK
275	8	d13,d18,d49,d71,d73,d92,d98,d115	64.7485	OK
276	8	d24,d30,d32,d36,d86,d93,d95,d100	54.0583	OK
277	6	d9,d10,d11,d35,d50,d102	31.7515	OK
278	6	d35,d38,d83,d85,d116,d121	35.6935	OK
279	6	d41,d76,d81,d86,d100,d125	45.6480	OK
280	6	d4,d28,d76,d84,d94,d121	34.4245	OK
281	4	d6,d78,d106,d121	26.3078	OK
282	4	d13,d58,d67,d122	36.9466	OK
283	4	d37,d43,d62,d97	37.7758	OK
284	4	d4,d8,d28,d48	41.8997	OK
285	8	d15,d38,d52,d80,d105,d107,d112,d120	53.5982	OK
286	8	d35,d44,d53,d80,d83,d96,d117,d122	45.7700	OK
287	8	d49,d63,d67,d71,d76,d87,d90,d123	41.2161	OK
288	8	d53,d57,d73,d76,d81,d89,d122,d125	53.8959	OK
289	6	d31,d70,d73,d88,d97,d101	43.1147	OK
290	6	d10,d20,d37,d73,d74,d88	36.1680	OK
291	6	d51,d54,d65,d69,d113,d122	41.2751	OK
292	6	d12,d27,d35,d61,d62,d69	60.1772	OK
293	4	d13,d25,d57,d59	55.4670	OK
294	4	d25,d84,d105,d120	48.9229	OK
295	4	d1,d35,d40,d104	52.8072	OK
296	4	d51,d73,d121,d122	36.8938	OK
297	8	d9,d15,d22,d44,d59,d73,d82,d106	36.3146	OK
298	8	d2,d9,d45,d47,d74,d76,d101,d126	46.4795	OK
299	8	d27,d34,d69,d72,d85,d116,d119,d126	41.3693	OK
300	8	d3,d28,d41,d47,d49,d65,d84,d117	38.6473	OK
301	6	d44,d49,d75,d86,d103,d109	55.0444	OK
302	6	d22,d24,d35,d47,d83,d102	47.5017	OK
303	6	d1,d63,d66,d82,d98,d122	41.8177	OK
304	6	d2,d60,d68,d77,d84,d114	35.9051	OK
305	4	d15,d60,d66,d92	43.9094	OK
306	4	d30,d40,d78,d119	49.9954	OK
307	4	d30,d75,d79,d103	-	TIMEOUT
308	4	d34,d56,d94,d122	61.8809	OK
309	8	d20,d39,d55,d63,d95,d106,d116,d120	43.5644	OK
310	8	d15,d19,d28,d38,d42,d51,d92,d114	51.4968	OK
311	8	d14,d23,d29,d52,d83,d113,d114,d125	40.0311	OK
312	8	d5,d14,d33,d78,d101,d106,d116,d118	41.1767	OK
313	6	d0,d11,d18,d55,d65,d108	-	TIMEOUT
314	6	d8,d15,d16,d17,d88,d120	-	TIMEOUT
315	6	d34,d46,d73,d95,d104,d107	-	TIMEOUT
316	6	d20,d34,d89,d96,d97,d114	42.0707	OK
317	4	d30,d32,d45,d100	-	TIMEOUT
318	4	d0,d5,d57,d76	-	FROZEN_FAIL
319	4	d58,d97,d108,d118	35.9155	OK
320	4	d39,d63,d88,d117	41.8760	OK
321	8	d4,d8,d28,d48,d52,d61,d70,d107	41.7904	OK
322	8	d8,d11,d12,d17,d25,d62,d102,d114	59.9534	OK
323	8	d14,d35,d55,d59,d74,d81,d82,d112	33.8253	OK
324	8	d15,d36,d56,d60,d70,d76,d77,d105	48.0029	OK
325	6	d12,d44,d88,d97,d109,d126	46.2463	OK
326	6	d38,d76,d81,d96,d104,d106	38.6566	OK
327	6	d36,d47,d57,d61,d76,d121	50.2693	OK
328	6	d14,d34,d99,d105,d106,d118	40.7935	OK
329	4	d52,d62,d65,d84	36.7395	OK
330	4	d20,d23,d94,d115	-	TIMEOUT
331	4	d13,d48,d68,d96	38.4125	OK
332	4	d10,d18,d48,d55	44.1827	OK
333	8	d3,d30,d48,d53,d54,d77,d85,d122	39.6070	OK
334	8	d52,d61,d62,d72,d82,d97,d101,d122	53.5851	OK
335	8	d25,d66,d78,d91,d92,d119,d120,d127	39.0384	OK
336	8	d11,d37,d52,d56,d80,d81,d94,d105	39.9412	OK
337	6	d4,d39,d50,d66,d75,d106	44.2439	OK
338	6	d58,d62,d84,d86,d97,d127	36.6657	OK
339	6	d35,d43,d65,d90,d117,d125	59.3220	OK
340	6	d8,d12,d15,d19,d47,d125	53.6285	OK
341	4	d1,d35,d59,d105	-	FROZEN_FAIL
342	4	d2,d17,d38,d55	-	TIMEOUT
343	4	d15,d95,d116,d123	49.5628	OK
344	4	d1,d4,d105,d124	46.5838	OK
345	8	d3,d4,d24,d27,d45,d70,d73,d110	44.0741	OK
346	8	d20,d38,d49,d61,d64,d68,d90,d101	-	TIMEOUT
347	8	d8,d20,d57,d62,d76,d95,d103,d117	65.3328	OK
348	8	d2,d14,d23,d43,d96,d97,d103,d121	35.3040	OK
349	6	d10,d21,d24,d84,d111,d127	48.1365	OK
350	6	d11,d19,d54,d58,d69,d121	40.2190	OK
351	6	d4,d8,d45,d53,d71,d80	53.6983	OK
352	6	d19,d36,d41,d61,d76,d101	41.3183	OK
353	4	d35,d84,d98,d99	43.0796	OK
354	4	d13,d20,d25,d88	57.4602	OK
355	4	d19,d59,d87,d111	53.0612	OK
356	4	d7,d69,d83,d101	33.5219	OK
357	8	d47,d58,d91,d96,d97,d110,d115,d125	52.0137	OK
358	8	d18,d21,d39,d63,d68,d75,d97,d99	47.7777	OK
359	8	d1,d23,d27,d69,d78,d81,d92,d113	-	TIMEOUT
360	8	d6,d22,d26,d33,d47,d104,d110,d114	45.4559	OK
361	6	d3,d22,d23,d83,d90,d98	46.1838	OK
362	6	d21,d43,d62,d74,d99,d105	30.4959	OK
363	6	d35,d43,d68,d77,d97,d126	43.4176	OK
364	6	d16,d37,d42,d70,d107,d111	44.0226	OK
365	4	d19,d76,d92,d123	46.2844	OK
366	4	d50,d63,d64,d126	50.9270	OK
367	4	d27,d34,d77,d117	-	TIMEOUT
368	4	d1,d85,d97,d101	46.7438	OK
369	8	d34,d51,d76,d82,d84,d85,d110,d112	35.5509	OK
370	8	d45,d62,d74,d80,d81,d101,d122,d125	36.9269	OK
371	8	d29,d46,d51,d71,d83,d93,d96,d100	33.1347	OK
372	8	d6,d17,d53,d74,d104,d112,d118,d127	48.7643	OK
373	6	d35,d39,d61,d64,d77,d108	43.7243	OK
374	6	d18,d96,d102,d107,d114,d122	36.6769	OK
375	6	d9,d21,d27,d63,d90,d92	38.2132	OK
376	6	d11,d27,d42,d84,d102,d110	32.6424	OK
377	4	d2,d25,d56,d66	49.9068	OK
378	4	d56,d95,d100,d114	-	TIMEOUT
379	4	d6,d38,d88,d118	53.8484	OK
380	4	d26,d75,d106,d123	36.9405	OK
381	8	d21,d29,d36,d52,d79,d87,d89,d116	42.7815	OK
382	8	d17,d24,d81,d89,d112,d115,d121,d123	60.8970	OK
383	8	d5,d11,d27,d29,d42,d62,d76,d87	51.1047	OK
384	8	d40,d44,d47,d59,d84,d103,d109,d118	47.8471	OK
385	6	d7,d47,d50,d101,d110,d115	58.7507	OK
386	6	d1,d52,d54,d71,d99,d109	34.1591	OK
387	6	d16,d26,d47,d50,d83,d93	-	TIMEOUT
388	6	d29,d67,d80,d99,d117,d125	31.4278	OK
389	4	d29,d89,d90,d100	44.1214	OK
390	4	d21,d44,d76,d117	-	TIMEOUT
391	4	d30,d34,d61,d80	-	TIMEOUT
392	4	d29,d46,d78,d95	71.6568	OK
393	8	d35,d36,d47,d98,d99,d107,d108,d124	40.6292	OK
394	8	d35,d42,d44,d47,d73,d80,d115,d125	-	TIMEOUT
395	8	d2,d13,d34,d49,d91,d98,d124,d126	37.0433	OK
396	8	d7,d21,d42,d56,d104,d106,d113,d125	43.6809	OK
397	6	d8,d43,d57,d70,d73,d74	38.8335	OK
398	6	d28,d29,d68,d93,d117,d126	49.8698	OK
399	6	d10,d26,d55,d63,d108,d112	-	FROZEN_FAIL
400	6	d8,d22,d67,d76,d89,d115	62.5558	OK
401	4	d30,d53,d60,d112	50.1135	OK
402	4	d35,d42,d89,d109	53.8385	OK
403	4	d15,d52,d71,d89	-	TIMEOUT
404	4	d43,d68,d74,d82	33.5634	OK
405	8	d15,d24,d32,d33,d34,d63,d70,d105	52.7179	OK
406	8	d36,d37,d63,d68,d82,d100,d106,d125	37.8544	OK
407	8	d19,d23,d71,d94,d96,d103,d115,d116	56.5525	OK
408	8	d0,d16,d23,d83,d91,d101,d117,d124	-	TIMEOUT
409	6	d54,d55,d68,d82,d109,d126	44.3634	OK
410	6	d12,d33,d72,d86,d87,d124	-	TIMEOUT
411	6	d4,d11,d25,d31,d40,d117	44.4999	OK
412	6	d0,d33,d51,d109,d112,d116	36.8126	OK
413	4	d23,d40,d70,d77	39.0970	OK
414	4	d21,d64,d92,d95	-	TIMEOUT
415	4	d13,d42,d78,d101	58.3319	OK
416	4	d23,d24,d59,d109	-	TIMEOUT
417	8	d0,d2,d19,d33,d54,d57,d113,d122	39.6201	OK
418	8	d2,d18,d30,d33,d58,d87,d108,d122	33.7599	OK
419	8	d22,d26,d35,d76,d80,d94,d97,d98	43.7372	OK
420	8	d2,d17,d34,d36,d42,d54,d89,d112	49.0500	OK
421	6	d22,d25,d38,d55,d105,d113	64.6709	OK
422	6	d31,d35,d80,d89,d98,d109	51.2484	OK
423	6	d6,d21,d35,d63,d70,d72	54.3367	OK
424	6	d13,d48,d52,d75,d77,d100	32.8749	OK
425	4	d28,d61,d98,d126	52.3204	OK
426	4	d3,d18,d61,d127	-	TIMEOUT
427	4	d33,d81,d92,d99	35.5868	OK
428	4	d44,d93,d107,d120	56.1248	OK
429	8	d3,d4,d10,d15,d17,d18,d55,d67	50.6214	OK
430	8	d21,d39,d71,d73,d101,d102,d106,d108	31.9887	OK
431	8	d16,d20,d21,d39,d52,d79,d83,d100	43.7274	OK
432	8	d14,d22,d29,d61,d62,d79,d111,d116	43.5338	OK
433	6	d3,d14,d30,d35,d44,d79	50.3880	OK
434	6	d2,d41,d42,d66,d88,d127	34.7238	OK
435	6	d7,d30,d32,d68,d85,d95	42.7479	OK
436	6	d16,d19,d67,d69,d109,d127	38.8007	OK
437	4	d14,d92,d116,d127	37.2654	OK
438	4	d40,d42,d65,d94	60.6841	OK
439	4	d0,d26,d29,d58	44.9487	OK
440	4	d3,d11,d62,d120	51.2334	OK
441	8	d9,d38,d45,d57,d82,d93,d98,d107	42.0855	OK
442	8	d13,d19,d30,d63,d69,d81,d95,d106	43.3697	OK
443	8	d11,d17,d45,d57,d72,d79,d102,d119	45.5705	OK
444	8	d2,d22,d51,d74,d77,d83,d94,d116	28.9358	OK
445	6	d38,d50,d62,d94,d118,d126	47.0747	OK
446	6	d1,d2,d6,d59,d88,d104	54.0546	OK
447	6	d0,d26,d52,d78,d85,d96	32.2343	OK
448	6	d15,d36,d60,d71,d107,d125	34.9489	OK
449	4	d11,d23,d59,d105	56.5387	OK
450	4	d21,d24,d95,d117	-	TIMEOUT
451	4	d15,d19,d34,d100	55.4591	OK
452	4	d33,d60,d74,d111	34.6753	OK
453	8	d59,d66,d69,d80,d81,d83,d100,d115	61.3322	OK
454	8	d19,d27,d34,d39,d42,d51,d115,d119	57.1921	OK
455	8	d30,d53,d78,d80,d91,d104,d115,d118	-	TIMEOUT
456	8	d10,d23,d30,d40,d55,d67,d77,d83	34.6969	OK
457	6	d12,d23,d37,d63,d91,d101	41.3438	OK
458	6	d7,d44,d66,d76,d103,d115	66.1450	OK
459	6	d24,d26,d31,d35,d63,d118	50.5588	OK
460	6	d3,d15,d33,d50,d56,d102	42.8267	OK
