Trial	N_Channels	Channels	ATE_Mean_cm	Status
1370	6	d10,d43,d44,d57,d62,d114	51.1280	OK
1371	6	d13,d19,d34,d90,d93,d108	43.7589	OK
1372	6	d28,d43,d86,d95,d97,d126	52.2271	OK
1373	4	d30,d63,d74,d76	42.5942	OK
1374	4	d54,d67,d75,d123	30.8726	OK
1375	4	d0,d55,d78,d100	-	TIMEOUT
1376	4	d9,d14,d118,d124	38.9389	OK
1377	8	d1,d27,d76,d84,d89,d90,d91,d117	49.3633	OK
1378	8	d2,d25,d47,d50,d90,d102,d110,d125	54.5297	OK
1379	8	d1,d21,d31,d39,d57,d64,d105,d124	43.6408	OK
1380	8	d46,d68,d76,d93,d95,d101,d109,d120	54.9669	OK
1381	6	d27,d35,d41,d90,d111,d112	42.5940	OK
1382	6	d1,d28,d48,d50,d72,d91	40.1139	OK
1383	6	d8,d10,d34,d84,d101,d107	44.1025	OK
1384	6	d30,d41,d50,d68,d107,d122	45.6425	OK
1385	4	d32,d83,d125,d126	40.3513	OK
1386	4	d28,d33,d99,d102	32.6578	OK
1387	4	d5,d27,d32,d39	45.8215	OK
1388	4	d3,d13,d60,d88	28.4218	OK
1389	8	d2,d72,d74,d87,d109,d111,d122,d124	36.7401	OK
1390	8	d21,d29,d39,d47,d63,d67,d71,d109	38.1289	OK
1391	8	d26,d38,d46,d48,d50,d63,d109,d121	44.9760	OK
1392	8	d9,d30,d33,d37,d49,d58,d70,d102	32.6060	OK
1393	6	d4,d13,d23,d51,d97,d109	34.9934	OK
1394	6	d56,d59,d78,d86,d104,d109	49.6106	OK
1395	6	d13,d15,d28,d77,d109,d122	45.8016	OK
1396	6	d63,d68,d71,d89,d93,d107	-	TIMEOUT
1397	4	d10,d12,d46,d81	42.7340	OK
1398	4	d0,d13,d54,d82	49.2775	OK
1399	4	d25,d71,d73,d120	46.5937	OK
1400	4	d47,d64,d110,d125	67.5369	OK
1401	8	d3,d24,d28,d33,d77,d84,d85,d93	40.0595	OK
1402	8	d22,d27,d53,d60,d70,d92,d95,d98	37.0098	OK
1403	8	d10,d19,d25,d30,d33,d48,d49,d114	41.8151	OK
1404	8	d11,d32,d39,d49,d51,d77,d87,d121	32.0515	OK
1405	6	d30,d64,d88,d93,d107,d114	62.5760	OK
1406	6	d5,d17,d42,d107,d111,d123	60.2524	OK
1407	6	d11,d15,d33,d48,d70,d74	39.7206	OK
1408	6	d19,d42,d98,d101,d112,d126	44.8237	OK
1409	4	d52,d69,d99,d102	43.3133	OK
1410	4	d0,d40,d47,d55	-	TIMEOUT
1411	4	d2,d66,d77,d116	37.6385	OK
1412	4	d30,d56,d68,d75	53.8634	OK
1413	8	d10,d11,d37,d43,d57,d60,d71,d74	32.0562	OK
1414	8	d0,d13,d29,d34,d53,d63,d69,d88	54.3828	OK
1415	8	d14,d21,d34,d67,d75,d83,d94,d104	30.6346	OK
1416	8	d2,d4,d27,d45,d56,d65,d71,d91	43.5412	OK
1417	6	d52,d56,d65,d83,d97,d113	38.0219	OK
1418	6	d39,d52,d59,d68,d101,d114	45.7425	OK
1419	6	d23,d37,d94,d111,d122,d126	37.3478	OK
1420	6	d45,d46,d47,d48,d117,d125	47.9163	OK
1421	4	d5,d46,d72,d79	-	TIMEOUT
1422	4	d41,d45,d48,d100	32.9056	OK
1423	4	d17,d18,d36,d109	60.5860	OK
1424	4	d25,d62,d103,d116	46.7730	OK
1425	8	d3,d5,d11,d25,d28,d35,d96,d98	42.3581	OK
1426	8	d2,d3,d21,d27,d33,d36,d63,d68	44.5116	OK
1427	8	d21,d35,d41,d51,d78,d86,d113,d122	40.5379	OK
1428	8	d5,d14,d31,d39,d62,d68,d84,d122	39.0992	OK
1429	6	d0,d11,d26,d36,d75,d106	38.3747	OK
1430	6	d6,d37,d57,d58,d98,d109	40.9316	OK
1431	6	d28,d57,d73,d90,d98,d125	58.1233	OK
1432	6	d26,d28,d43,d57,d72,d91	58.7817	OK
1433	4	d19,d30,d85,d92	43.4771	OK
1434	4	d11,d21,d38,d45	-	TIMEOUT
1435	4	d46,d85,d108,d109	38.7824	OK
1436	4	d38,d73,d77,d89	-	TIMEOUT
1437	8	d0,d19,d26,d38,d67,d69,d94,d127	44.1471	OK
1438	8	d17,d28,d37,d81,d99,d109,d114,d122	46.1905	OK
1439	8	d23,d32,d37,d46,d71,d82,d90,d98	43.8492	OK
1440	8	d35,d62,d81,d85,d105,d108,d123,d126	38.3657	OK
1441	6	d21,d58,d98,d107,d126,d127	47.6953	OK
1442	6	d0,d22,d56,d60,d92,d107	32.4747	OK
1443	6	d4,d28,d34,d52,d92,d121	33.7904	OK
1444	6	d15,d35,d75,d89,d92,d117	48.1715	OK
1445	4	d36,d53,d62,d107	36.8021	OK
1446	4	d14,d30,d35,d57	49.4901	OK
1447	4	d6,d36,d96,d108	31.7638	OK
1448	4	d13,d18,d27,d95	-	FROZEN_FAIL
1449	8	d7,d20,d36,d37,d40,d62,d93,d122	41.2806	OK
1450	8	d3,d19,d35,d38,d46,d76,d106,d120	45.6760	OK
1451	8	d3,d28,d39,d73,d86,d105,d113,d120	44.7969	OK
1452	8	d2,d8,d15,d41,d44,d101,d108,d116	41.0856	OK
1453	6	d40,d58,d66,d69,d78,d108	34.8097	OK
1454	6	d14,d23,d32,d54,d96,d102	40.8816	OK
1455	6	d19,d47,d56,d100,d119,d122	45.6457	OK
1456	6	d13,d42,d80,d95,d97,d103	71.0203	OK
1457	4	d27,d49,d69,d108	-	TIMEOUT
1458	4	d19,d26,d85,d92	41.3684	OK
1459	4	d7,d41,d61,d72	32.3239	OK
1460	4	d2,d16,d27,d54	50.4275	OK
1461	8	d8,d11,d21,d48,d51,d61,d68,d79	-	TIMEOUT
1462	8	d2,d11,d12,d23,d79,d80,d91,d123	51.1289	OK
1463	8	d24,d33,d49,d72,d80,d91,d100,d101	44.5610	OK
1464	8	d6,d9,d25,d38,d84,d97,d104,d122	42.9779	OK
1465	6	d20,d23,d38,d41,d74,d118	38.1891	OK
1466	6	d36,d41,d55,d59,d87,d114	43.0069	OK
1467	6	d10,d33,d74,d86,d92,d110	36.5770	OK
1468	6	d19,d39,d53,d61,d99,d127	45.5465	OK
1469	4	d3,d24,d36,d79	43.6259	OK
1470	4	d22,d24,d116,d127	46.4126	OK
1471	4	d41,d43,d75,d80	39.8452	OK
1472	4	d17,d71,d90,d93	-	TIMEOUT
1473	8	d18,d22,d45,d65,d66,d113,d117,d121	35.6800	OK
1474	8	d10,d31,d35,d73,d93,d102,d104,d124	50.8503	OK
1475	8	d21,d33,d80,d93,d95,d105,d112,d115	-	TIMEOUT
1476	8	d2,d10,d14,d26,d39,d62,d67,d74	32.7452	OK
1477	6	d18,d40,d57,d96,d99,d102	30.1164	OK
1478	6	d21,d23,d27,d89,d118,d119	47.1649	OK
1479	6	d27,d46,d51,d101,d102,d110	36.4549	OK
1480	6	d16,d54,d81,d84,d87,d124	47.5181	OK
1481	4	d29,d71,d116,d121	29.6203	OK
1482	4	d9,d37,d39,d120	37.0135	OK
1483	4	d8,d54,d81,d97	40.0670	OK
1484	4	d15,d92,d110,d121	44.2544	OK
1485	8	d5,d13,d21,d45,d54,d64,d69,d108	51.1871	OK
1486	8	d17,d20,d36,d70,d76,d103,d107,d115	64.4170	OK
1487	8	d13,d23,d47,d54,d66,d76,d87,d109	40.1294	OK
1488	8	d41,d42,d50,d89,d107,d111,d121,d123	35.8448	OK
1489	6	d2,d19,d37,d50,d90,d99	32.2985	OK
1490	6	d3,d37,d38,d81,d82,d117	33.5697	OK
1491	6	d0,d29,d67,d81,d104,d127	37.1924	OK
1492	6	d9,d24,d32,d48,d55,d115	61.5696	OK
1493	4	d42,d55,d96,d107	43.2044	OK
1494	4	d3,d48,d53,d89	50.5700	OK
1495	4	d4,d77,d93,d94	56.3079	OK
1496	4	d31,d78,d116,d127	40.3516	OK
1497	8	d29,d45,d85,d90,d95,d105,d109,d117	37.4078	OK
1498	8	d22,d25,d26,d41,d45,d72,d97,d111	48.8224	OK
1499	8	d4,d8,d22,d25,d26,d105,d113,d127	46.4771	OK
1500	8	d29,d50,d54,d57,d74,d97,d107,d116	35.3112	OK
