channel,ch_0,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20,ch_21,ch_22,ch_23,ch_24,ch_25,ch_26,ch_27,ch_28,ch_29,ch_30,ch_31,ch_32,ch_33,ch_34,ch_35,ch_36,ch_37,ch_38,ch_39,ch_40,ch_41,ch_42,ch_43,ch_44,ch_45,ch_46,ch_47,ch_48,ch_49,ch_50,ch_51,ch_52,ch_53,ch_54,ch_55,ch_56,ch_57,ch_58,ch_59,ch_60,ch_61,ch_62,ch_63
31,0.38226163,0.49592483,,0.54890138,,0.17399329,0.27928263,,0.29406130,,0.59135950,0.49174634,0.63594365,,0.03604508,0.10358101,0.78404760,0.49294925,0.51115823,0.76109612,0.60091889,0.78793591,0.70241654,0.48014951,0.22424838,0.49141815,0.07868341,0.25090283,0.05431413,0.62769365,0.07120970,1.00000000,0.47295976,0.71266401,0.66214037,0.69447291,,0.78401220,,0.44287959,0.07831997,0.64488661,0.54666471,0.51540518,0.63356882,0.79418361,0.84448594,0.71492630,,0.28719705,0.35074520,0.75454843,0.08494401,0.75134301,0.56540120,0.78717536,0.34710443,0.43619180,0.61389065,0.02076388,0.72099292,0.82137334,0.65035570,0.21205568
32,0.23676269,0.30770326,,0.29995072,,0.03080813,0.75846326,,0.28114060,,0.50496626,0.54984993,0.47513318,,0.13253367,0.37164086,0.64784759,0.39649653,0.46491450,0.47757506,0.43622661,0.59702915,0.62207901,0.50230384,0.08492774,0.27779165,0.12561446,0.84828115,0.71392781,0.51271939,0.28781036,0.47295976,1.00000000,0.37580439,0.44470513,0.72311485,,0.75046706,,0.31965917,0.18494511,0.57775605,0.57052517,0.49829257,0.53202033,0.39373112,0.57940328,0.58142757,,0.44090688,0.06223942,0.57645142,0.74988562,0.59519523,0.38310277,0.64027524,0.39274281,0.53726429,0.32018048,0.01981592,0.55920088,0.63868332,0.44932187,0.27829859
33,0.29755926,0.60814154,,0.46753347,,0.12009318,0.13397379,,0.31484622,,0.70759892,0.63190973,0.56641710,,0.03811183,0.31945691,0.69238544,0.65650052,0.66711056,0.74465430,0.67000937,0.84046310,0.75953084,0.60337919,0.21939799,0.46177918,0.02775447,0.37021720,0.19122788,0.61463702,0.13045824,0.71266401,0.37580439,1.00000000,0.79023790,0.59153903,,0.73518151,,0.51744270,0.14055991,0.66924262,0.67606938,0.57413447,0.69194627,0.75477600,0.83350861,0.74141729,,0.52437103,0.32701275,0.79368162,0.20848052,0.77123821,0.45829201,0.78512484,0.33737707,0.49520162,0.57445830,0.13449094,0.77367449,0.82909429,0.54203951,0.38947523
34,0.28545469,0.58040881,,0.34101668,,0.09297395,0.08851878,,0.31986582,,0.64457625,0.61918402,0.45371526,,0.03448015,0.35698444,0.71894497,0.85096741,0.79593712,0.72434807,0.61563802,0.80375582,0.71361071,0.59627044,0.19133639,0.40222770,0.05550864,0.38603196,0.12453727,0.50292504,0.10814787,0.66214037,0.44470513,0.79023790,1.00000000,0.53241408,,0.74025428,,0.50867856,0.07746991,0.64558583,0.66039604,0.54164511,0.65035045,0.73623002,0.79163063,0.71551144,,0.51302582,0.29449987,0.76616788,0.13506576,0.74917507,0.35777605,0.74637604,0.32698253,0.43874800,0.41850501,0.11253735,0.72549546,0.79858947,0.43315065,0.34270394
35,0.32918647,0.53250146,,0.69603050,,0.01776967,0.50945503,,0.39856523,,0.69829500,0.70603991,0.83178294,,0.15620963,0.44399762,0.84511507,0.36209619,0.36861461,0.72496498,0.63084722,0.83069909,0.79383534,0.65195298,0.11651194,0.45991141,0.05944587,0.46267444,0.27587855,0.79142153,0.30171365,0.69447291,0.72311485,0.59153903,0.53241408,1.00000000,,0.88385952,,0.52532053,0.03091820,0.70578158,0.72875345,0.64419329,0.72957623,0.74889231,0.81558198,0.77903646,,0.55948448,0.19471096,0.79911804,0.33811903,0.78253907,0.74287063,0.80868042,0.32728004,0.60282093,0.74744815,0.08693934,0.76305449,0.85259181,0.80691016,0.34810871
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.36925623,0.62056363,,0.65326405,,0.06454733,0.45940989,,0.39777204,,0.78007054,0.80173880,0.77401912,,0.05371473,0.48783386,0.96867257,0.59590226,0.61720347,0.77307951,0.79603696,0.95010340,0.86537981,0.71941006,0.15607768,0.58205187,0.07347608,0.57296878,0.22397281,0.84469390,0.34841460,0.78401220,0.75046706,0.73518151,0.74025428,0.88385952,,1.00000000,,0.60610199,0.03973551,0.76783919,0.84852135,0.78302151,0.82857335,0.88465744,0.92259383,0.87865627,,0.63925266,0.28882796,0.91988856,0.26817924,0.91489279,0.67644280,0.90487564,0.40008271,0.70623618,0.75101805,0.02666540,0.84412163,0.97321665,0.77383494,0.49797535
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.10944650,0.56164014,,0.44386631,,0.08559639,0.08132780,,0.32253587,,0.66245008,0.63936210,0.54323578,,0.03429008,0.45799905,0.57381392,0.36498046,0.40743244,0.52371001,0.52499551,0.64259899,0.52559626,0.50725210,0.11343839,0.38994753,0.06339081,0.21424970,0.05376749,0.46258923,0.40905321,0.44287959,0.31965917,0.51744270,0.50867856,0.52532053,,0.60610199,,1.00000000,0.14407432,0.42107436,0.63155681,0.49900016,0.53538764,0.60363930,0.57401741,0.62956321,,0.64128792,0.10277875,0.65987962,0.07319178,0.62731826,0.42280251,0.57710731,0.09046678,0.39155734,0.54666209,0.03597193,0.62034392,0.60086608,0.51450521,0.38233700
40,0.04810483,0.07539888,,0.03653450,,0.18210709,0.21828395,,0.15759562,,0.06802504,0.08099192,0.05087266,,0.02812423,0.03117626,0.04478822,0.02522384,0.02628167,0.07294717,0.15765896,0.05300746,0.10590634,0.19682482,0.29963616,0.04027303,0.06473915,0.16621064,0.18465611,0.04086109,0.02885999,0.07831997,0.18494511,0.14055991,0.07746991,0.03091820,,0.03973551,,0.14407432,1.00000000,0.03847996,0.10395515,0.04240474,0.19710894,0.11943837,0.07058688,0.08073626,,0.12104709,0.03485147,0.06288839,0.27663016,0.02703824,0.04095785,0.07790352,0.09000476,0.02228239,0.07891099,0.03607396,0.13081449,0.06029368,0.02569088,0.18360268
