channel,condition,local_sharpness,global_sharpness,x_local,y_local
18,+30%,0.008057,0.019967,0.009223,0.006892
18,+50%,0.009153,0.023131,0.010266,0.008040
19,Clean,0.008909,0.020719,0.007561,0.010258
19,+30%,0.008334,0.017561,0.007845,0.008823
19,+50%,0.007225,0.015098,0.006982,0.007468
20,Clean,0.007749,0.020776,0.003692,0.011807
20,+30%,0.007552,0.020506,0.003414,0.011691
20,+50%,0.006870,0.019371,0.003138,0.010602
21,Clean,0.006872,0.019493,0.004991,0.008752
21,+30%,0.006879,0.018303,0.004525,0.009232
21,+50%,0.006744,0.017132,0.004557,0.008931
22,Clean,0.009318,0.022928,0.011318,0.007318
22,+30%,0.009251,0.022411,0.011397,0.007105
22,+50%,0.008678,0.019278,0.010660,0.006696
23,Clean,0.010348,0.023099,0.009448,0.011249
23,+30%,0.009278,0.021441,0.008724,0.009833
23,+50%,0.009994,0.019636,0.010697,0.009291
24,Clean,0.008929,0.020219,0.007626,0.010231
24,+30%,0.008320,0.019794,0.006997,0.009644
24,+50%,0.008286,0.020434,0.007331,0.009241
25,Clean,0.009856,0.024145,0.006195,0.013516
25,+30%,0.009720,0.024460,0.006903,0.012537
25,+50%,0.009095,0.023744,0.006359,0.011832
26,Clean,0.009016,0.020875,0.008663,0.009369
26,+30%,0.009090,0.020568,0.008416,0.009763
26,+50%,0.009430,0.021693,0.008643,0.010217
27,Clean,0.010584,0.022032,0.010554,0.010613
27,+30%,0.010388,0.021657,0.011474,0.009302
27,+50%,0.010226,0.019816,0.011098,0.009354
28,Clean,0.007146,0.021613,0.007243,0.007050
28,+30%,0.009080,0.022014,0.008405,0.009755
28,+50%,0.010030,0.019215,0.010863,0.009196
29,Clean,0.007444,0.020563,0.006270,0.008618
29,+30%,0.006767,0.018770,0.005915,0.007619
29,+50%,0.007523,0.015435,0.008824,0.006223
30,Clean,0.008022,0.024460,0.007716,0.008327
30,+30%,0.007199,0.022339,0.007128,0.007271
30,+50%,0.006806,0.021283,0.006726,0.006885
31,Clean,0.008373,0.021661,0.007808,0.008939
31,+30%,0.008886,0.023108,0.008750,0.009022
31,+50%,0.009339,0.021731,0.007522,0.011156
32,Clean,0.007288,0.021159,0.007395,0.007181
32,+30%,0.007070,0.020661,0.007204,0.006937
32,+50%,0.006703,0.019300,0.007096,0.006311
33,Clean,0.006849,0.022225,0.007306,0.006393
33,+30%,0.005703,0.020116,0.006384,0.005022
33,+50%,0.006207,0.018632,0.007881,0.004533
34,Clean,0.010362,0.024601,0.009831,0.010894
34,+30%,0.010866,0.022885,0.011281,0.010450
34,+50%,0.012366,0.021428,0.015295,0.009437
35,Clean,0.010228,0.023206,0.010514,0.009943
35,+30%,0.009755,0.022610,0.010423,0.009087
35,+50%,0.010069,0.023680,0.010541,0.009597
36,Clean,0.011031,0.020094,0.010978,0.011085
36,+30%,0.010020,0.018155,0.010013,0.010026
36,+50%,0.009060,0.017506,0.008644,0.009476
37,Clean,0.008052,0.019373,0.007773,0.008330
37,+30%,0.008957,0.017351,0.008748,0.009166
37,+50%,0.010051,0.013151,0.006416,0.013685
38,Clean,0.007837,0.022212,0.007270,0.008403
38,+30%,0.009408,0.021898,0.007557,0.011259
38,+50%,0.010218,0.018040,0.006208,0.014227
39,Clean,0.009635,0.023735,0.010219,0.009050
39,+30%,0.009739,0.023856,0.010450,0.009027
39,+50%,0.008900,0.021676,0.010182,0.007618
40,Clean,0.011317,0.024610,0.013051,0.009583
40,+30%,0.011620,0.026016,0.014083,0.009156
40,+50%,0.011998,0.025829,0.013985,0.010011
41,Clean,0.008259,0.022078,0.007089,0.009428
41,+30%,0.007951,0.021219,0.006686,0.009215
41,+50%,0.007973,0.019026,0.006781,0.009166
42,Clean,0.007050,0.020691,0.007370,0.006731
42,+30%,0.008117,0.019103,0.009303,0.006932
42,+50%,0.010587,0.016631,0.014461,0.006713
43,Clean,0.008188,0.022777,0.007907,0.008469
43,+30%,0.006957,0.019574,0.006968,0.006945
43,+50%,0.006143,0.017044,0.006266,0.006020
44,Clean,0.010849,0.025223,0.010046,0.011652
44,+30%,0.010802,0.025158,0.009685,0.011919
44,+50%,0.008920,0.021335,0.007622,0.010218
45,Clean,0.008462,0.021902,0.007491,0.009432
45,+30%,0.010318,0.020905,0.007769,0.012867
45,+50%,0.011054,0.020650,0.008712,0.013396
46,Clean,0.008391,0.023775,0.008368,0.008414
46,+30%,0.007979,0.022232,0.008147,0.007811
46,+50%,0.007916,0.020757,0.008089,0.007743
47,Clean,0.009363,0.025296,0.008686,0.010041
47,+30%,0.009029,0.024650,0.008764,0.009295
47,+50%,0.009126,0.024911,0.008992,0.009261
48,Clean,0.008720,0.022935,0.009164,0.008275
48,+30%,0.007919,0.021604,0.008739,0.007099
48,+50%,0.007830,0.021346,0.008703,0.006958
49,Clean,0.009997,0.023555,0.007393,0.012600
49,+30%,0.010170,0.024378,0.007787,0.012552
49,+50%,0.010004,0.023732,0.007281,0.012727
50,Clean,0.010530,0.024856,0.009576,0.011483
50,+30%,0.009242,0.022592,0.008453,0.010030
50,+50%,0.009219,0.022386,0.008947,0.009491
51,Clean,0.009335,0.022267,0.007178,0.011491
51,+30%,0.008316,0.020838,0.006546,0.010086
51,+50%,0.007728,0.019818,0.005937,0.009520
52,Clean,0.007043,0.020942,0.006756,0.007331
52,+30%,0.007800,0.021712,0.007162,0.008439
52,+50%,0.007038,0.018426,0.006646,0.007430
53,Clean,0.007291,0.020430,0.006774,0.007807
53,+30%,0.007031,0.019112,0.006133,0.007929
53,+50%,0.006705,0.018859,0.005863,0.007546
54,Clean,0.008964,0.022686,0.007769,0.010159
54,+30%,0.008537,0.021298,0.007613,0.009462
54,+50%,0.006607,0.016645,0.005484,0.007730
55,Clean,0.008281,0.020447,0.007285,0.009277
55,+30%,0.007329,0.018252,0.006796,0.007862
55,+50%,0.007621,0.016569,0.008906,0.006335
56,Clean,0.009164,0.024103,0.009566,0.008761
56,+30%,0.008416,0.021690,0.008850,0.007981
56,+50%,0.008568,0.020563,0.008749,0.008387
57,Clean,0.006770,0.020377,0.006805,0.006736
57,+30%,0.006851,0.020079,0.006958,0.006743
57,+50%,0.006698,0.019498,0.007144,0.006252
58,Clean,0.006984,0.020700,0.006953,0.007016
58,+30%,0.007074,0.020177,0.007054,0.007093
58,+50%,0.007239,0.020538,0.006957,0.007521
59,Clean,0.006447,0.020587,0.006140,0.006755
59,+30%,0.006464,0.020264,0.006094,0.006834
59,+50%,0.007293,0.021560,0.006467,0.008120
60,Clean,0.010432,0.025309,0.009426,0.011439
60,+30%,0.011045,0.026055,0.009895,0.012196
60,+50%,0.011237,0.026315,0.009998,0.012475
61,Clean,0.008218,0.021257,0.006793,0.009644
61,+30%,0.009208,0.020210,0.008375,0.010041
61,+50%,0.009015,0.018290,0.009148,0.008883
62,Clean,0.010998,0.024558,0.009851,0.012145
62,+30%,0.014414,0.026487,0.015049,0.013780
62,+50%,0.012236,0.024595,0.011086,0.013386
63,Clean,0.007016,0.020062,0.006420,0.007612
63,+30%,0.005727,0.015687,0.006082,0.005373
63,+50%,0.005695,0.016412,0.005378,0.006011
64,Clean,0.008169,0.022319,0.007843,0.008494
64,+30%,0.008054,0.019102,0.008200,0.007908
64,+50%,0.008528,0.019547,0.009292,0.007764
65,Clean,0.009954,0.020210,0.011116,0.008792
65,+30%,0.008944,0.018053,0.009804,0.008084
65,+50%,0.008348,0.018136,0.009109,0.007587
66,Clean,0.009641,0.024172,0.011872,0.007411
66,+30%,0.009601,0.022285,0.010676,0.008526
66,+50%,0.008949,0.020555,0.009578,0.008320
67,Clean,0.007739,0.021762,0.009085,0.006394
67,+30%,0.007668,0.021543,0.009167,0.006168
67,+50%,0.007348,0.021074,0.008738,0.005958
68,Clean,0.009270,0.023833,0.009142,0.009398
68,+30%,0.009437,0.022754,0.009094,0.009779
68,+50%,0.010679,0.022358,0.009865,0.011494
69,Clean,0.009766,0.019297,0.012004,0.007527
69,+30%,0.009164,0.018613,0.011426,0.006903
69,+50%,0.010238,0.020536,0.012414,0.008062
70,Clean,0.007684,0.021341,0.007223,0.008145
70,+30%,0.006274,0.018037,0.005890,0.006659
70,+50%,0.006425,0.017826,0.006045,0.006804
71,Clean,0.007291,0.014488,0.006546,0.008035
71,+30%,0.006746,0.012366,0.005939,0.007553
71,+50%,0.006437,0.011122,0.005882,0.006993
72,Clean,0.007495,0.019627,0.006533,0.008456
72,+30%,0.007039,0.019017,0.006221,0.007857
72,+50%,0.006849,0.019292,0.006639,0.007059
73,Clean,0.008049,0.020930,0.007573,0.008524
73,+30%,0.009438,0.021201,0.008600,0.010276
73,+50%,0.009139,0.019372,0.007787,0.010490
74,Clean,0.014915,0.028036,0.016690,0.013140
74,+30%,0.010221,0.016576,0.011447,0.008994
74,+50%,0.008820,0.008183,0.011328,0.006312
75,Clean,0.007350,0.020962,0.006876,0.007824
75,+30%,0.006540,0.019608,0.006525,0.006554
75,+50%,0.006651,0.019690,0.006263,0.007039
76,Clean,0.008649,0.017550,0.007437,0.009860
76,+30%,0.009597,0.017414,0.009309,0.009886
76,+50%,0.008925,0.015835,0.009319,0.008531
77,Clean,0.009573,0.023293,0.009677,0.009470
77,+30%,0.008873,0.022441,0.009148,0.008598
77,+50%,0.009174,0.022796,0.009960,0.008388
78,Clean,0.009724,0.022132,0.008441,0.011007
78,+30%,0.009070,0.020816,0.007674,0.010466
78,+50%,0.009099,0.020798,0.008827,0.009370
79,Clean,0.008278,0.022209,0.007369,0.009187
79,+30%,0.009058,0.022498,0.008310,0.009806
79,+50%,0.009512,0.022698,0.008745,0.010279
80,Clean,0.007651,0.020676,0.006944,0.008358
80,+30%,0.010625,0.023512,0.009553,0.011697
80,+50%,0.009477,0.022284,0.008451,0.010502
81,Clean,0.005838,0.018147,0.004898,0.006779
81,+30%,0.005917,0.018505,0.004956,0.006877
81,+50%,0.006080,0.018906,0.005616,0.006544
82,Clean,0.009417,0.019025,0.008530,0.010304
82,+30%,0.007563,0.016152,0.007280,0.007846
82,+50%,0.007489,0.015444,0.007771,0.007206
83,Clean,0.009691,0.021993,0.009326,0.010056
83,+30%,0.008282,0.020130,0.008280,0.008284
83,+50%,0.006740,0.016829,0.006468,0.007012
84,Clean,0.010144,0.022442,0.007989,0.012299
84,+30%,0.009599,0.021532,0.007646,0.011552
84,+50%,0.008541,0.019626,0.006740,0.010342
85,Clean,0.006453,0.020259,0.005542,0.007363
85,+30%,0.006392,0.019871,0.005392,0.007392
85,+50%,0.005915,0.018143,0.004612,0.007218
86,Clean,0.013163,0.023405,0.012415,0.013912
86,+30%,0.010504,0.019411,0.009601,0.011407
86,+50%,0.006425,0.012594,0.006507,0.006343
87,Clean,0.008999,0.022625,0.010305,0.007693
87,+30%,0.008970,0.022031,0.010207,0.007733
87,+50%,0.008827,0.021736,0.010012,0.007642
88,Clean,0.010636,0.025086,0.009695,0.011577
88,+30%,0.009577,0.023705,0.008520,0.010633
88,+50%,0.009372,0.023402,0.008344,0.010401
89,Clean,0.006929,0.021900,0.006674,0.007184
89,+30%,0.007705,0.019179,0.006504,0.008906
89,+50%,0.010164,0.017587,0.007458,0.012870
90,Clean,0.006885,0.017250,0.005564,0.008206
90,+30%,0.009134,0.020050,0.007006,0.011262
90,+50%,0.010252,0.021172,0.007434,0.013069
91,Clean,0.011919,0.022655,0.010750,0.013088
91,+30%,0.011646,0.022353,0.010047,0.013245
91,+50%,0.009868,0.019108,0.008727,0.011010
92,Clean,0.014080,0.027005,0.014002,0.014159
92,+30%,0.014066,0.027857,0.014264,0.013867
92,+50%,0.014074,0.027926,0.014601,0.013547
93,Clean,0.007421,0.021079,0.005905,0.008938
93,+30%,0.007056,0.020342,0.005669,0.008444
93,+50%,0.006899,0.018457,0.006134,0.007663
94,Clean,0.007160,0.021704,0.006789,0.007530
94,+30%,0.006834,0.019663,0.005968,0.007700
94,+50%,0.006729,0.019536,0.006385,0.007074
95,Clean,0.006525,0.020530,0.005504,0.007546
95,+30%,0.006679,0.018311,0.005130,0.008228
95,+50%,0.006899,0.020023,0.005656,0.008141
96,Clean,0.009378,0.018410,0.007633,0.011123
96,+30%,0.010443,0.020463,0.008379,0.012507
96,+50%,0.010728,0.020496,0.008369,0.013086
97,Clean,0.006923,0.020330,0.006102,0.007744
97,+30%,0.007235,0.019674,0.007098,0.007372
97,+50%,0.007737,0.018202,0.008331,0.007144
98,Clean,0.007320,0.021310,0.007314,0.007325
98,+30%,0.007635,0.018034,0.008584,0.006685
98,+50%,0.006900,0.020022,0.006725,0.007075
99,Clean,0.007647,0.022685,0.005725,0.009569
99,+30%,0.007292,0.021366,0.005681,0.008902
99,+50%,0.007345,0.022276,0.005562,0.009129
100,Clean,0.008725,0.020880,0.009387,0.008062
100,+30%,0.008291,0.020081,0.008790,0.007793
100,+50%,0.007437,0.018381,0.008239,0.006635
101,Clean,0.007101,0.021110,0.006702,0.007500
101,+30%,0.007312,0.021499,0.006560,0.008063
101,+50%,0.007821,0.021753,0.006368,0.009275
102,Clean,0.008758,0.021994,0.008796,0.008719
102,+30%,0.008564,0.021583,0.008669,0.008458
102,+50%,0.008735,0.021390,0.008755,0.008716
103,Clean,0.008383,0.021980,0.008499,0.008267
103,+30%,0.008196,0.021750,0.008289,0.008103
103,+50%,0.008195,0.022092,0.007886,0.008504
104,Clean,0.007137,0.022021,0.006420,0.007853
104,+30%,0.007183,0.019740,0.006023,0.008343
104,+50%,0.007873,0.019561,0.006223,0.009522
105,Clean,0.011762,0.024961,0.011397,0.012127
105,+30%,0.012432,0.026339,0.011364,0.013499
105,+50%,0.011871,0.021902,0.010967,0.012774
106,Clean,0.007623,0.021969,0.007275,0.007970
106,+30%,0.006890,0.016463,0.006871,0.006909
106,+50%,0.006846,0.016657,0.004929,0.008763
107,Clean,0.009483,0.024346,0.009351,0.009616
107,+30%,0.009324,0.023022,0.009205,0.009443
107,+50%,0.010075,0.023791,0.010094,0.010057
108,Clean,0.010458,0.026441,0.011890,0.009025
108,+30%,0.009314,0.023431,0.010134,0.008494
108,+50%,0.008934,0.022216,0.010394,0.007474
109,Clean,0.007643,0.022691,0.008170,0.007116
109,+30%,0.007270,0.021140,0.007893,0.006646
109,+50%,0.007287,0.019580,0.007813,0.006762
110,Clean,0.006971,0.019256,0.006361,0.007581
110,+30%,0.007312,0.018521,0.006620,0.008005
110,+50%,0.007238,0.016829,0.006364,0.008112
111,Clean,0.007414,0.022709,0.007064,0.007763
111,+30%,0.007033,0.018830,0.006338,0.007728
111,+50%,0.007177,0.015322,0.006794,0.007560
112,Clean,0.006876,0.021831,0.005586,0.008166
112,+30%,0.005868,0.015056,0.005290,0.006446
112,+50%,0.005925,0.013360,0.004713,0.007137
113,Clean,0.006661,0.019772,0.006653,0.006670
113,+30%,0.005979,0.017479,0.005997,0.005960
113,+50%,0.005872,0.016919,0.005893,0.005852
114,Clean,0.007225,0.019348,0.007606,0.006844
114,+30%,0.006390,0.016919,0.006793,0.005987
114,+50%,0.006432,0.017353,0.007184,0.005681
115,Clean,0.007699,0.021040,0.006544,0.008854
115,+30%,0.007833,0.018994,0.006636,0.009031
115,+50%,0.009661,0.017977,0.008370,0.010952
116,Clean,0.008777,0.019678,0.007885,0.009669
116,+30%,0.006585,0.009952,0.008954,0.004216
116,+50%,0.006659,0.011144,0.004817,0.008501
117,Clean,0.009882,0.023563,0.008988,0.010776
117,+30%,0.008307,0.019067,0.007266,0.009348
117,+50%,0.007931,0.018235,0.006784,0.009078
118,Clean,0.010010,0.020371,0.011140,0.008879
118,+30%,0.011328,0.022525,0.012416,0.010239
118,+50%,0.010282,0.020565,0.011785,0.008780
119,Clean,0.008131,0.022305,0.007174,0.009088
119,+30%,0.007530,0.020553,0.006365,0.008695
119,+50%,0.007167,0.018676,0.005722,0.008612
120,Clean,0.009899,0.023508,0.009282,0.010516
120,+30%,0.011594,0.023535,0.011092,0.012096
120,+50%,0.009031,0.015846,0.006664,0.011397
121,Clean,0.009224,0.023697,0.009122,0.009326
121,+30%,0.008175,0.021428,0.008244,0.008105
121,+50%,0.008046,0.021869,0.008038,0.008055
122,Clean,0.012988,0.024605,0.012076,0.013900
122,+30%,0.012439,0.023256,0.011661,0.013216
122,+50%,0.010659,0.020924,0.009956,0.011363
123,Clean,0.010327,0.024499,0.010987,0.009667
123,+30%,0.010514,0.024029,0.011786,0.009243
123,+50%,0.010957,0.024316,0.012169,0.009744
124,Clean,0.008389,0.024441,0.007501,0.009277
124,+30%,0.008487,0.024166,0.007765,0.009208
124,+50%,0.008441,0.023336,0.007366,0.009516
125,Clean,0.008148,0.021751,0.006998,0.009297
125,+30%,0.007659,0.020182,0.006486,0.008833
125,+50%,0.007799,0.020437,0.006243,0.009355
126,Clean,0.007729,0.021715,0.006497,0.008962
126,+30%,0.006966,0.019645,0.005782,0.008149
126,+50%,0.007178,0.020531,0.005807,0.008549
127,Clean,0.010064,0.023573,0.008101,0.012028
127,+30%,0.010830,0.023796,0.008404,0.013257
127,+50%,0.011056,0.022424,0.008934,0.013178
128,Clean,0.008429,0.021012,0.008883,0.007974
128,+30%,0.009607,0.021526,0.009223,0.009991
128,+50%,0.007560,0.017698,0.007736,0.007384
129,Clean,0.009883,0.021798,0.008351,0.011414
129,+30%,0.008773,0.018440,0.007276,0.010269
129,+50%,0.010327,0.021334,0.009324,0.011331
130,Clean,0.009328,0.024540,0.008453,0.010202
130,+30%,0.008086,0.021265,0.007343,0.008829
130,+50%,0.008071,0.021545,0.007048,0.009095
131,Clean,0.010105,0.019560,0.012374,0.007837
131,+30%,0.010760,0.020339,0.012972,0.008549
131,+50%,0.011178,0.022800,0.013339,0.009018
132,Clean,0.006675,0.021153,0.006132,0.007217
132,+30%,0.005993,0.019394,0.005461,0.006524
132,+50%,0.007409,0.021185,0.006230,0.008589
133,Clean,0.007805,0.020691,0.006437,0.009173
133,+30%,0.008633,0.022522,0.007105,0.010162
133,+50%,0.010114,0.023354,0.009278,0.010950
134,Clean,0.008323,0.020249,0.008570,0.008076
134,+30%,0.008909,0.022018,0.009217,0.008602
134,+50%,0.008832,0.021996,0.009035,0.008630
135,Clean,0.007234,0.021422,0.007726,0.006742
135,+30%,0.006672,0.020259,0.007223,0.006122
135,+50%,0.006917,0.019183,0.007598,0.006235
136,Clean,0.005966,0.016531,0.005744,0.006188
136,+30%,0.007426,0.017863,0.007700,0.007153
136,+50%,0.010437,0.014699,0.013966,0.006909
137,Clean,0.011116,0.024469,0.009843,0.012389
137,+30%,0.013676,0.022612,0.007905,0.019446
137,+50%,0.011246,0.014245,0.005722,0.016770
138,Clean,0.008431,0.024359,0.007446,0.009416
138,+30%,0.008935,0.025513,0.007840,0.010030
138,+50%,0.010002,0.027055,0.009128,0.010876
139,Clean,0.008395,0.020335,0.007561,0.009229
139,+30%,0.008270,0.018183,0.006963,0.009578
139,+50%,0.006117,0.014761,0.005428,0.006807
140,Clean,0.008636,0.023106,0.008715,0.008557
140,+30%,0.008369,0.023081,0.007851,0.008888
140,+50%,0.009959,0.024560,0.010031,0.009887
141,Clean,0.011299,0.023692,0.011432,0.011166
141,+30%,0.009930,0.020600,0.010068,0.009793
141,+50%,0.010803,0.023136,0.010074,0.011531
142,Clean,0.009080,0.021043,0.008906,0.009254
142,+30%,0.008155,0.019990,0.008024,0.008286
142,+50%,0.007661,0.018129,0.007115,0.008207
143,Clean,0.008960,0.022573,0.006315,0.011605
143,+30%,0.008221,0.021301,0.005780,0.010662
143,+50%,0.008390,0.021820,0.005688,0.011091
144,Clean,0.007639,0.021786,0.007349,0.007928
144,+30%,0.006262,0.017896,0.006055,0.006469
144,+50%,0.006573,0.019484,0.006771,0.006375
145,Clean,0.008241,0.021729,0.008013,0.008469
145,+30%,0.008259,0.021153,0.008367,0.008151
145,+50%,0.007914,0.021205,0.008567,0.007260
146,Clean,0.007475,0.021425,0.007747,0.007203
146,+30%,0.007028,0.020604,0.007503,0.006553
146,+50%,0.006995,0.020376,0.007168,0.006822
147,Clean,0.007940,0.020417,0.008987,0.006892
147,+30%,0.007660,0.019646,0.008582,0.006737
147,+50%,0.006026,0.016492,0.005923,0.006128
148,Clean,0.010488,0.023310,0.013157,0.007819
148,+30%,0.009804,0.021590,0.011851,0.007756
148,+50%,0.009440,0.021665,0.011665,0.007215
149,Clean,0.010769,0.024360,0.011552,0.009986
149,+30%,0.010619,0.023890,0.011675,0.009562
149,+50%,0.007474,0.016880,0.008076,0.006872
150,Clean,0.008654,0.022260,0.009199,0.008110
150,+30%,0.008007,0.021434,0.008788,0.007225
150,+50%,0.007705,0.020970,0.008481,0.006929
151,Clean,0.007579,0.020809,0.006890,0.008268
151,+30%,0.008405,0.019302,0.008530,0.008280
151,+50%,0.009924,0.019313,0.010242,0.009606
152,Clean,0.006187,0.019740,0.006552,0.005822
152,+30%,0.007121,0.020183,0.007486,0.006756
152,+50%,0.007718,0.015732,0.007068,0.008368
153,Clean,0.010093,0.023702,0.011788,0.008399
153,+30%,0.007652,0.019740,0.009050,0.006254
153,+50%,0.007114,0.018322,0.008694,0.005533
154,Clean,0.008016,0.021709,0.008858,0.007175
154,+30%,0.007090,0.019723,0.007862,0.006317
154,+50%,0.006945,0.020261,0.007601,0.006290
155,Clean,0.007040,0.017885,0.005161,0.008919
155,+30%,0.007547,0.018983,0.004634,0.010460
155,+50%,0.007677,0.020123,0.004586,0.010768
156,Clean,0.008258,0.021338,0.007098,0.009418
156,+30%,0.006821,0.018307,0.005593,0.008048
156,+50%,0.006074,0.016637,0.004787,0.007361
157,Clean,0.007703,0.021655,0.006885,0.008520
157,+30%,0.008222,0.020817,0.006522,0.009922
157,+50%,0.008952,0.020211,0.006803,0.011100
158,Clean,0.008335,0.020227,0.006881,0.009789
158,+30%,0.008322,0.019541,0.006782,0.009862
158,+50%,0.008239,0.017882,0.006664,0.009815
159,Clean,0.008519,0.021366,0.007346,0.009692
159,+30%,0.009747,0.021634,0.008227,0.011266
159,+50%,0.010828,0.019285,0.009279,0.012378
160,Clean,0.008155,0.020014,0.007566,0.008743
160,+30%,0.008635,0.020883,0.008563,0.008706
160,+50%,0.009713,0.021964,0.008580,0.010845
161,Clean,0.009149,0.019854,0.006993,0.011306
161,+30%,0.009403,0.020262,0.007042,0.011764
161,+50%,0.008319,0.018511,0.006307,0.010331
162,Clean,0.009534,0.019827,0.007961,0.011107
162,+30%,0.008167,0.014064,0.008256,0.008079
162,+50%,0.009892,0.014558,0.010883,0.008902
163,Clean,0.006972,0.020921,0.007193,0.006752
163,+30%,0.006750,0.020165,0.007262,0.006238
163,+50%,0.006450,0.019852,0.006889,0.006011
164,Clean,0.008348,0.021940,0.008597,0.008099
164,+30%,0.007816,0.020412,0.008045,0.007588
164,+50%,0.008324,0.020705,0.008204,0.008444
165,Clean,0.014363,0.027718,0.017333,0.011393
165,+30%,0.012513,0.024020,0.015534,0.009492
165,+50%,0.011331,0.022213,0.014317,0.008345
166,Clean,0.009035,0.024482,0.006359,0.011711
166,+30%,0.009712,0.025358,0.006831,0.012594
166,+50%,0.012955,0.019783,0.006935,0.018974
167,Clean,0.010400,0.019310,0.013235,0.007564
167,+30%,0.010000,0.018927,0.012745,0.007256
167,+50%,0.011101,0.020689,0.014192,0.008009
168,Clean,0.012765,0.024010,0.009123,0.016408
168,+30%,0.012784,0.022910,0.009438,0.016129
168,+50%,0.013946,0.025470,0.011705,0.016187
169,Clean,0.006792,0.017130,0.005706,0.007878
169,+30%,0.005897,0.015281,0.004946,0.006847
169,+50%,0.005995,0.015370,0.004865,0.007124
170,Clean,0.010896,0.022134,0.009587,0.012206
170,+30%,0.009015,0.012382,0.003726,0.014305
170,+50%,0.007641,0.012731,0.008136,0.007147
171,Clean,0.007726,0.019518,0.007641,0.007810
171,+30%,0.007894,0.020056,0.007423,0.008366
171,+50%,0.008105,0.018966,0.006397,0.009813
172,Clean,0.010224,0.024197,0.010533,0.009916
172,+30%,0.010613,0.024430,0.011009,0.010218
172,+50%,0.010189,0.023345,0.010379,0.009999
173,Clean,0.009737,0.023383,0.009872,0.009601
173,+30%,0.010348,0.023752,0.010871,0.009824
173,+50%,0.008948,0.020517,0.006526,0.011371
174,Clean,0.011374,0.021122,0.013248,0.009499
174,+30%,0.012846,0.022839,0.015273,0.010418
174,+50%,0.013868,0.025309,0.016009,0.011727
175,Clean,0.006814,0.020440,0.007635,0.005993
175,+30%,0.006559,0.020396,0.007446,0.005672
175,+50%,0.006391,0.020118,0.007020,0.005763
176,Clean,0.008128,0.019260,0.007864,0.008392
176,+30%,0.005293,0.014498,0.005183,0.005403
176,+50%,0.005479,0.012818,0.004408,0.006550
177,Clean,0.007619,0.021566,0.006837,0.008402
177,+30%,0.009052,0.022572,0.007876,0.010228
177,+50%,0.009225,0.023001,0.008095,0.010355
178,Clean,0.007938,0.021928,0.007559,0.008317
178,+30%,0.008076,0.020946,0.007701,0.008450
