dataset_order,dataset_key,dataset_family,dataset_condition,standard_label,source,variant,fine_rank,coarse_rank,c2f_status,c2f_ate_mean_cm,fine_parent,fine_status,fine_ate_mean_cm,coarse_parent,coarse_status,coarse_ate_mean_cm,better_parent,better_parent_ate_mean_cm,comparison_status,delta_vs_fine_cm,percent_delta_vs_fine,beats_fine,delta_vs_better_parent_cm,percent_delta_vs_better_parent,beats_better_parent
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine05_coarse01,Step-R:new,B,5,1,PASS,21.946199999999997,resnet_direct_fine05,PASS,14.7927,resnet_direct_coarse01,PASS,19.8825,resnet_direct_fine05,14.7927,COMPARABLE,7.1534999999999975,48.35831187004399,False,7.1534999999999975,48.35831187004399,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine05_coarse02,Step-R:new,B,5,2,PASS,12.9325,resnet_direct_fine05,PASS,14.7927,resnet_direct_coarse02,PASS,19.6141,resnet_direct_fine05,14.7927,COMPARABLE,-1.8602000000000007,-12.575121512637995,True,-1.8602000000000007,-12.575121512637995,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine05_coarse03,Step-R:new,B,5,3,PASS,14.4352,resnet_direct_fine05,PASS,14.7927,resnet_direct_coarse03,PASS,24.6459,resnet_direct_fine05,14.7927,COMPARABLE,-0.35749999999999993,-2.416732577555145,True,-0.35749999999999993,-2.416732577555145,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine05_coarse04,Step-R:new,B,5,4,PASS,8.084299999999999,resnet_direct_fine05,PASS,14.7927,resnet_direct_coarse04,PASS,21.5029,resnet_direct_fine05,14.7927,COMPARABLE,-6.708400000000001,-45.34939530984879,True,-6.708400000000001,-45.34939530984879,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine05_coarse05,Step-R:new,B,5,5,PASS,16.2756,resnet_direct_fine05,PASS,14.7927,resnet_direct_coarse05,PASS,12.9191,resnet_direct_coarse05,12.9191,COMPARABLE,1.4829000000000008,10.024539130787488,False,3.3565000000000005,25.980911983032875,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine06_coarse01,Step-R:new,B,6,1,PASS,19.514400000000002,resnet_direct_fine06,PASS,9.7889,resnet_direct_coarse01,PASS,19.8825,resnet_direct_fine06,9.7889,COMPARABLE,9.725500000000002,99.35232763640452,False,9.725500000000002,99.35232763640452,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine06_coarse02,Step-R:new,B,6,2,PASS,9.5387,resnet_direct_fine06,PASS,9.7889,resnet_direct_coarse02,PASS,19.6141,resnet_direct_fine06,9.7889,COMPARABLE,-0.25019999999999953,-2.5559562361450165,True,-0.25019999999999953,-2.5559562361450165,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine06_coarse03,Step-R:new,B,6,3,PASS,11.6877,resnet_direct_fine06,PASS,9.7889,resnet_direct_coarse03,PASS,24.6459,resnet_direct_fine06,9.7889,COMPARABLE,1.8987999999999996,19.397480820112573,False,1.8987999999999996,19.397480820112573,False
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine06_coarse04,Step-R:new,B,6,4,PASS,9.5532,resnet_direct_fine06,PASS,9.7889,resnet_direct_coarse04,PASS,21.5029,resnet_direct_fine06,9.7889,COMPARABLE,-0.23569999999999958,-2.4078292760167086,True,-0.23569999999999958,-2.4078292760167086,True
1,fr1_desk_clean,fr1_desk,clean,resnet_c2f_b_fine06_coarse05,Step-R:new,B,6,5,PASS,11.290600000000001,resnet_direct_fine06,PASS,9.7889,resnet_direct_coarse05,PASS,12.9191,resnet_direct_fine06,9.7889,COMPARABLE,1.5017000000000014,15.340845243081462,False,1.5017000000000014,15.340845243081462,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine01_coarse01,Step-R:new,A,1,1,PASS,14.2175,resnet_direct_fine01,PASS,10.3758,resnet_direct_coarse01,PASS,12.61,resnet_direct_fine01,10.3758,COMPARABLE,3.8416999999999994,37.02557875055417,False,3.8416999999999994,37.02557875055417,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine01_coarse02,Step-R:new,A,1,2,PASS,15.5747,resnet_direct_fine01,PASS,10.3758,resnet_direct_coarse02,PASS,12.671399999999998,resnet_direct_fine01,10.3758,COMPARABLE,5.1989,50.10601592166387,False,5.1989,50.10601592166387,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine01_coarse03,Step-R:new,A,1,3,PASS,20.785899999999998,resnet_direct_fine01,PASS,10.3758,resnet_direct_coarse03,PASS,12.741299999999999,resnet_direct_fine01,10.3758,COMPARABLE,10.410099999999998,100.33057691937005,False,10.410099999999998,100.33057691937005,False
2,fr1_desk_lightswitch,fr1_desk,lightswitch,resnet_c2f_a_fine01_coarse04,Step-R:new,A,1,4,PASS,12.0726,resnet_direct_fine01,PASS,10.3758,resnet_direct_coarse04,PASS,15.9524,resnet_direct_fine01,10.3758,COMPARABLE,1.6967999999999996,16.35343780720522,False,1.6967999999999996,16.35343780720522,False
