dataset_order,dataset_key,dataset_family,dataset_condition,standard_label,source_label,source,kind,variant,fine_rank,coarse_rank,configuration,status,reason,historical_evo_ape_mean_cm,historical_evo_ape_rmse_cm,historical_evo_rpe_rmse_cm,se3_ate_rmse_cm,se3_ate_mean_cm,translation_rpe_max_cm,rotation_rpe_max_deg,coverage_ratio,elapsed_seconds,dataset_rank
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine02_coarse02,unet_c2f_b_f2_c2_variant_contrast,Step-Q:unet_c2f_b_f2_c2_variant_contrast,c2f,B,2,2,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,Completed the full matched RGB-D sequence,8.313600000000001,9.1221,1.0865,11.164341489832708,10.529147214745379,9.167047826246561,9.902778996326923,0.9965095986038395,46.71463238701108,20
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine02_coarse03,unet_c2f_b_fine02_coarse03,Step-R:new,c2f,B,2,3,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d18,d30]",PASS,Completed the full matched RGB-D sequence,8.9748,10.0129,1.1683000000000001,11.16798132436397,10.692485154310104,11.976681635005226,8.030440444940039,0.9965095986038395,45.35931398699995,29
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine02_coarse04,unet_c2f_b_fine02_coarse04,Step-R:new,c2f,B,2,4,"C2F-B; fine enc0[d3,d7,d12]; coarse enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,6.9753,7.7568,1.1112,9.935413432559747,9.477328619427771,9.109680038478949,9.924022916135542,0.9965095986038395,46.01613301900011,5
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine03_coarse01,unet_c2f_b_fine03_coarse01,Step-R:new,c2f,B,3,1,"C2F-B; fine enc0[d2,d3,d12,d14]; coarse enc1[d5,d6,d17,d18,d28,d30]",PASS,Completed the full matched RGB-D sequence,8.9312,9.5466,1.5311,11.323159549438016,11.002497423758685,21.203784050180413,9.709467147907528,0.9965095986038395,47.15627668600018,28
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine03_coarse02,unet_c2f_b_fine03_coarse02,Step-R:new,c2f,B,3,2,"C2F-B; fine enc0[d2,d3,d12,d14]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,Completed the full matched RGB-D sequence,9.5206,10.668700000000001,1.5086,11.758998825482623,11.111545693305086,22.190373031244366,6.216981991125068,0.9965095986038395,46.28589769900009,33
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine03_coarse03,unet_c2f_b_fine03_coarse03,Step-R:new,c2f,B,3,3,"C2F-B; fine enc0[d2,d3,d12,d14]; coarse enc1[d0,d5,d18,d30]",PASS,Completed the full matched RGB-D sequence,11.415000000000001,12.9946,1.4904000000000002,13.432024725914053,12.271747983418061,22.57076056226298,5.352234761825966,0.9965095986038395,46.09784648899995,44
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine03_coarse04,unet_c2f_b_fine03_coarse04,Step-R:new,c2f,B,3,4,"C2F-B; fine enc0[d2,d3,d12,d14]; coarse enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,9.056000000000001,9.9793,1.5611,11.340305527598403,10.878037794947788,22.51423419409784,8.738053292463752,0.9965095986038395,46.263608446000035,31
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine04_coarse01,unet_c2f_b_fine04_coarse01,Step-R:new,c2f,B,4,1,"C2F-B; fine enc0[d2,d4,d6]; coarse enc1[d5,d6,d17,d18,d28,d30]",PASS,Completed the full matched RGB-D sequence,9.7803,10.6182,1.598,11.971421583709994,11.47786411197068,24.14408359805451,9.095741041245647,0.9965095986038395,47.2086531949999,36
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine04_coarse02,unet_c2f_b_fine04_coarse02,Step-R:new,c2f,B,4,2,"C2F-B; fine enc0[d2,d4,d6]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,Completed the full matched RGB-D sequence,9.7866,10.8746,1.5821999999999998,11.923899909942211,11.251924005887066,24.404732955786763,5.803932466710803,0.9965095986038395,46.69123650999995,37
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine04_coarse03,unet_c2f_b_fine04_coarse03,Step-R:new,c2f,B,4,3,"C2F-B; fine enc0[d2,d4,d6]; coarse enc1[d0,d5,d18,d30]",PASS,Completed the full matched RGB-D sequence,11.3204,13.012099999999998,1.5918999999999999,13.362567568900749,12.075019075977774,24.759773316934254,5.915824553015405,0.9965095986038395,45.91737256600004,43
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine04_coarse04,unet_c2f_b_fine04_coarse04,Step-R:new,c2f,B,4,4,"C2F-B; fine enc0[d2,d4,d6]; coarse enc1[d0,d5,d6,d18,d30]",PASS,Completed the full matched RGB-D sequence,8.1607,9.0268,1.3785,10.484127667570906,9.989221455953963,19.338191645126116,6.952315794334989,0.9965095986038395,46.55983027599996,18
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine05_coarse01,unet_c2f_b_fine05_coarse01,Step-R:new,c2f,B,5,1,"C2F-B; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d5,d6,d17,d18,d28,d30]",PASS,Completed the full matched RGB-D sequence,8.708,9.493400000000001,1.1279000000000001,11.597015170251334,11.030957970279335,10.479264691366476,9.751043376045486,0.9965095986038395,46.92408590399987,26
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine05_coarse02,unet_c2f_b_fine05_coarse02,Step-R:new,c2f,B,5,2,"C2F-B; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d6,d17,d18,d30]",PASS,Completed the full matched RGB-D sequence,7.776,8.4418,1.1007,10.778483451519518,10.262244599495489,9.807573021413063,9.89420407872144,0.9965095986038395,46.15514806800002,12
1,fr1_desk_clean,fr1_desk,clean,unet_c2f_b_fine05_coarse03,unet_c2f_b_fine05_coarse03,Step-R:new,c2f,B,5,3,"C2F-B; fine enc0[d2,d3,d7,d12,d13]; coarse enc1[d0,d5,d18,d30]",PASS,Completed the full matched RGB-D sequence,8.924999999999999,10.0434,1.0925,11.454108149783343,10.980880817989089,8.139635038858833,8.244820010058934,0.9965095986038395,45.514155544999994,27
